"run","density","fraction_blue","circle_blue","circle_orange","eth_con","val_lib","eth_lib","val_con","determinism","utility_function","step","et_sq_bl","et_sq_or","et_cl_bl","et_cl_or","vl_sq_bl","vl_sq_or","vl_cl_bl","vl_cl_or","mv_gl","mv_sq_bl","mv_cl_bl","mv_sq_or","mv_cl_or","mv_cl","mv_sq","mv_bl","mv_or"
42,70,50,50,50,1,1,0.5,0.6,20,"single-peaked",2000,0.970978893740902,0.960247813411079,0.718499948575543,0.719315744315744,0.847101788313579,0.919922254616133,0.860984264116012,0.935751823251823,0.0899299946149704,0.148148148148148,0.0345572354211663,0.136456211812627,0.036036036036036,0.0352811466372657,0.142105263157895,0.0911062906724512,0.0887700534759358
64,70,50,50,50,1,1,0.5,0.8,0,"single-peaked",2000,0.489549948857825,0.501162554574068,0.474624447717231,0.519665271966527,0.486899079440846,0.458538937963245,0.511416298478154,0.510300856744372,0.483522420313344,0.479713603818616,0.496907216494845,0.498933901918977,0.4581589958159,0.477673935617861,0.489864864864865,0.488938053097345,0.478352692713833
4,70,50,50,50,1,1,0.5,0.5,3,"single-peaked",2000,0.691136410896236,0.690734083567782,0.586748385794996,0.579305425874054,0.619583073404035,0.647712826925081,0.644118240516545,0.665141612200436,0.345070422535211,0.37117903930131,0.345338983050847,0.36980306345733,0.294117647058824,0.320085929108485,0.370491803278689,0.358064516129032,0.331877729257642
14,70,50,50,50,1,1,0.5,0.5,13,"single-peaked",2000,0.957794540229885,0.954203944203944,0.640272666443627,0.680115012106538,0.916774425287356,0.806507936507937,0.914305230288837,0.831297921711057,0.114516129032258,0.196120689655172,0.0117096018735363,0.199195171026157,0.038135593220339,0.0255839822024472,0.197710718002081,0.107744107744108,0.120743034055728
48,70,50,50,50,1,1,0.5,0.7,5,"single-peaked",2000,0.937532562259039,0.934459805427548,0.620223152022316,0.60305900621118,0.910865374596228,0.902370711725551,0.920691372783423,0.903066770186335,0.150994089199355,0.214442013129103,0.0920502092050209,0.190987124463519,0.108695652173913,0.100213219616205,0.202600216684724,0.151871657754011,0.150107991360691
68,70,50,50,50,1,1,0.5,0.8,4,"single-peaked",2000,0.842640186915888,0.849537907268171,0.568974838843834,0.57377095546642,0.868224299065421,0.888076963241438,0.879177063838636,0.894176180191299,0.191135734072022,0.207943925233645,0.194323144104804,0.164473684210526,0.198704103671706,0.196525515743757,0.18552036199095,0.200902934537246,0.181719260065288
94,70,50,50,50,1,1,0.5,0.9,9,"single-peaked",2000,0.985061281896725,0.990627892625733,0.625136957437843,0.586192235514896,0.979015973477999,0.989200863930886,0.984218289085546,0.9811986863711,0.11804008908686,0.0991561181434599,0.148230088495575,0.101511879049676,0.125307125307125,0.137369033760186,0.100320170757737,0.123110151187905,0.11264367816092
90,70,50,50,50,1,1,0.5,0.9,5,"single-peaked",2000,0.944818722943723,0.955500204373595,0.591672216672217,0.612411292810861,0.951931818181818,0.961828121806663,0.956715506715507,0.955633549316055,0.167315175097276,0.113378684807256,0.174825174825175,0.143776824034335,0.235421166306695,0.20627802690583,0.128996692392503,0.14367816091954,0.189451022604952
75,70,50,50,50,1,1,0.5,0.8,11,"single-peaked",2000,0.977287040106065,0.976949777633149,0.665284732449681,0.638472040192224,0.957316871063971,0.981511009870919,0.964648993618066,0.983740170380078,0.106644332774986,0.167053364269142,0.0804123711340206,0.116173120728929,0.0665137614678899,0.0738327904451683,0.141379310344828,0.12117903930131,0.0914285714285714
65,70,50,50,50,1,1,0.5,0.8,1,"single-peaked",2000,0.489996986136227,0.554573553559354,0.521679467485919,0.549768296580377,0.556033755274261,0.55102385781899,0.580271377368152,0.547794822627038,0.48,0.49873417721519,0.475268817204301,0.482758620689655,0.465324384787472,0.470394736842105,0.489864864864865,0.486046511627907,0.474468085106383
78,70,50,50,50,1,1,0.5,0.8,14,"single-peaked",2000,0.989759288330717,0.990181856407022,0.706548921537981,0.698353128780381,0.966452119309262,0.985230736886366,0.968115035948734,0.985648300890795,0.0894941634241245,0.116483516483516,0.0700218818380744,0.112582781456954,0.0576036866359447,0.063973063973064,0.114537444933921,0.0932017543859649,0.0856820744081172
82,70,50,50,50,1,1,0.5,0.8,18,"single-peaked",2000,0.992540029112082,0.996196868008948,0.698314780457639,0.674285164412185,0.953238719068414,0.994146159582401,0.964146567717996,0.98941493456505,0.0755555555555556,0.120087336244541,0.0432900432900433,0.10738255033557,0.0300230946882217,0.0368715083798883,0.113812154696133,0.0815217391304348,0.0693181818181818
104,70,50,50,50,1,1,0.5,0.9,19,"single-peaked",2000,0.995488173387517,0.996255506607929,0.630187447786132,0.611371586549312,0.99034333645931,0.991152716593245,0.99141081871345,0.988975400586775,0.0849162011173184,0.0960698689956332,0.0723684210526316,0.0969162995594714,0.0734597156398104,0.0728929384965831,0.0964912280701754,0.0842450765864333,0.0856164383561644
99,70,50,50,50,1,1,0.5,0.9,14,"single-peaked",2000,0.990888278388278,0.992387287509239,0.670530253385759,0.659454595791805,0.981354293854294,0.986527293844367,0.982172892092617,0.984108527131783,0.0644257703081232,0.0726495726495727,0.0642201834862385,0.0465631929046563,0.0744186046511628,0.069284064665127,0.0598476605005441,0.0685840707964602,0.0601589103291714
83,70,50,50,50,1,1,0.5,0.8,19,"single-peaked",2000,0.997067557535263,0.991918704418704,0.647377313370764,0.645213577421816,0.95293509385937,0.984652509652509,0.955617072156374,0.990879372343903,0.0710290827740492,0.124721603563474,0.0349344978165939,0.105855855855856,0.0183066361556064,0.0268156424581006,0.115341545352744,0.0793825799338479,0.0624290578887628
79,70,50,50,50,1,1,0.5,0.8,15,"single-peaked",2000,0.981630152060824,0.993122898362078,0.710222222222223,0.692426201249731,0.96265506202481,0.980852044690313,0.975142857142857,0.971940314587374,0.0774764803541782,0.105042016806723,0.0511111111111111,0.0911161731207289,0.0610859728506787,0.0560538116591928,0.0983606557377049,0.0788336933045356,0.076049943246311
