"run","density","fraction_blue","circle_blue","circle_orange","dominant_con","M_con","eth_con","val_con","dominant_lib","M_lib","val_lib","eth_lib","determinism","step","et_sq_bl","et_sq_or","et_cl_bl","et_cl_or","vl_sq_bl","vl_sq_or","vl_cl_bl","vl_cl_or","mv_gl","mv_sq_bl","mv_cl_bl","mv_sq_or","mv_cl_or","mv_cl","mv_sq","mv_bl","mv_or"
35,70,50,50,50,0.5,0,1,0.5,0.5,0.2,1,0.5,2,2000,0.538391405342625,0.551599780373365,0.507400535971964,0.525693293558723,0.52222706155633,0.516711590296496,0.533152958152959,0.528623908960336,0.458731049971926,0.465853658536585,0.474025974025974,0.433054393305439,0.464037122969838,0.469204927211646,0.448198198198198,0.470183486238532,0.447744774477448
23,70,50,50,50,0.5,0,1,0.5,0.5,0.1,1,0.5,6,2000,0.604275884665793,0.634294451725644,0.523844197873324,0.553854263087525,0.578707951070336,0.571354849279161,0.607977924179381,0.595636634783503,0.363480251860332,0.380733944954128,0.337378640776699,0.412844036697248,0.323974082073434,0.330285714285714,0.396788990825688,0.359669811320755,0.367074527252503
56,70,50,50,50,0.5,0,1,0.5,0.5,0.3,1,0.5,7,2000,0.63421835839599,0.683053221288516,0.552194492254733,0.540386904761905,0.597605994152047,0.628268807523009,0.632535857716581,0.591350108225108,0.325503355704698,0.315098468271335,0.320481927710843,0.380252100840336,0.281818181818182,0.300584795321637,0.348338692390139,0.317660550458716,0.332969432314411
1,70,50,50,50,0.5,0,1,0.5,0.5,0,1,0.5,0,2000,0.486537267080746,0.493869418869419,0.488252881061101,0.498225207514198,0.532329192546584,0.52532175032175,0.493547510328333,0.488452927042376,0.49366391184573,0.467391304347826,0.470319634703196,0.538461538461538,0.495412844036697,0.482837528604119,0.503719447396387,0.468819599109131,0.517993456924755
24,70,50,50,50,0.5,0,1,0.5,0.5,0.1,1,0.5,7,2000,0.627503912363067,0.653304382549667,0.517691870674517,0.52735260770975,0.586018891124525,0.584748427672956,0.644047619047619,0.621243042671615,0.326396495071194,0.363849765258216,0.279826464208243,0.341719077568134,0.322510822510823,0.301191765980498,0.352159468438538,0.320180383314543,0.332268370607029
15,70,50,50,50,0.5,0,1,0.5,0.5,0,1,0.5,14,2000,0.758996708834722,0.719161813406418,0.521611128252597,0.516099268215081,0.663002674071789,0.634569487267329,0.695364085158902,0.715017499204582,0.19140625,0.248380129589633,0.14902807775378,0.220623501199041,0.149220489977728,0.149122807017544,0.235227272727273,0.198704103671706,0.183602771362587
19,70,50,50,50,0.5,0,1,0.5,0.5,0.1,1,0.5,2,2000,0.55588465145358,0.533357142857143,0.527466752466753,0.527502017756255,0.508791809940607,0.516351190476191,0.541347597597597,0.560923627925747,0.489001692047377,0.485776805251641,0.493243243243243,0.495,0.483050847457627,0.487991266375546,0.490081680280047,0.48945615982242,0.488532110091743
51,70,50,50,50,0.5,0,1,0.5,0.5,0.3,1,0.5,2,2000,0.539699404761905,0.554313081554461,0.516841237513335,0.522931387608807,0.49082738095238,0.500544608648057,0.563795946077005,0.560038402457758,0.484087102177554,0.485,0.505091649694501,0.464367816091954,0.479569892473118,0.492677824267782,0.474251497005988,0.496071829405163,0.472222222222222
33,70,50,50,50,0.5,0,1,0.5,0.5,0.2,1,0.5,0,2000,0.489728120978121,0.483458360513155,0.478239521615097,0.49242931547619,0.500914307164308,0.501011089367254,0.495262782532368,0.505870004251701,0.513314447592068,0.529279279279279,0.534562211981567,0.486301369863014,0.503340757238307,0.518686296715742,0.507936507936508,0.531890660592255,0.494926719278467
16,70,50,50,50,0.5,0,1,0.5,0.5,0,1,0.5,15,2000,0.737924430641823,0.738893307879946,0.518842921784099,0.520483664317745,0.638504140786749,0.65123024710998,0.676101594483947,0.689752829382874,0.207893274041134,0.245119305856833,0.178733031674208,0.271111111111111,0.134529147982063,0.156531531531532,0.257958287596048,0.212624584717608,0.203125
8,70,50,50,50,0.5,0,1,0.5,0.5,0,1,0.5,7,2000,0.631642189586115,0.686887400793651,0.507709359605912,0.535813704496788,0.585591900311526,0.608812003968254,0.635957854406131,0.616587641480576,0.358011049723757,0.413551401869159,0.285057471264368,0.4125,0.319057815845824,0.302660753880266,0.412995594713656,0.348783314020857,0.366420274551214
48,70,50,50,50,0.5,0,1,0.5,0.5,0.2,1,0.5,15,2000,0.732757463071997,0.751120448179272,0.549076987623244,0.530425621576064,0.623915401301519,0.632910571636062,0.685045626179988,0.659992625368731,0.186746987951807,0.216919739696312,0.134361233480176,0.235294117647059,0.15929203539823,0.146799116997792,0.226086956521739,0.175956284153005,0.197585071350165
2,70,50,50,50,0.5,0,1,0.5,0.5,0,1,0.5,1,2000,0.488236289776574,0.524804036841074,0.462725225225225,0.515629395218003,0.512900586774994,0.513119733490104,0.507478013728013,0.531924352019289,0.488499452354874,0.495260663507109,0.461711711711712,0.481481481481481,0.514767932489452,0.489106753812636,0.487885462555066,0.478060046189376,0.497916666666667
54,70,50,50,50,0.5,0,1,0.5,0.5,0.3,1,0.5,5,2000,0.614836764400084,0.606538461538462,0.53193413729128,0.50674693567632,0.559786338116033,0.566402407116693,0.584425891568749,0.57821889575876,0.377067254685777,0.397379912663755,0.33982683982684,0.362637362637363,0.41002277904328,0.374028856825749,0.380065717415115,0.368478260869565,0.385906040268456
30,70,50,50,50,0.5,0,1,0.5,0.5,0.1,1,0.5,13,2000,0.729586585227916,0.760226926591532,0.532479530273648,0.543648182957394,0.614740979527203,0.616661590009138,0.682449903038139,0.650989452798664,0.2250139586823,0.238207547169811,0.156108597285068,0.28997867803838,0.212719298245614,0.184855233853007,0.265397536394177,0.196304849884527,0.251891891891892
61,70,50,50,50,0.5,0,1,0.5,0.5,0.3,1,0.5,12,2000,0.761213102951764,0.725654900654901,0.573408413041243,0.562172619047619,0.613601769001337,0.621575646575647,0.658577599506325,0.679564393939394,0.223955431754875,0.237580993520518,0.172786177105832,0.277389277389277,0.211363636363636,0.191583610188261,0.256726457399103,0.205183585313175,0.243958573072497
45,70,50,50,50,0.5,0,1,0.5,0.5,0.2,1,0.5,12,2000,0.750870763152423,0.738892606222818,0.553487663722206,0.536826441102757,0.64028384279476,0.643846883015502,0.687417504315159,0.697911445279866,0.22682119205298,0.289130434782609,0.166311300639659,0.309133489461358,0.149122807017544,0.157837837837838,0.298759864712514,0.227125941872982,0.226500566251416
26,70,50,50,50,0.5,0,1,0.5,0.5,0.1,1,0.5,9,2000,0.66508121940365,0.695196955672118,0.546785971408002,0.531253270538985,0.579158322207388,0.606433199629744,0.66136737632418,0.634314495028781,0.260364842454395,0.313084112149533,0.198704103671706,0.282937365010799,0.250549450549451,0.224400871459695,0.297418630751964,0.25364758698092,0.266884531590414
43,70,50,50,50,0.5,0,1,0.5,0.5,0.2,1,0.5,10,2000,0.681615971747552,0.716940789473686,0.536190997186621,0.519554481181119,0.592202096149465,0.603482664995823,0.675656455142232,0.637000935745477,0.281162660704304,0.339712918660287,0.225382932166302,0.337719298245614,0.22707423580786,0.226229508196721,0.338672768878719,0.28,0.282275711159737
17,70,50,50,50,0.5,0,1,0.5,0.5,0.1,1,0.5,0,2000,0.491376550620248,0.493329637841833,0.484750566893424,0.50372813668992,0.51141456582633,0.496623904550734,0.469608843537415,0.474249317561419,0.495599559955996,0.455882352941176,0.538095238095238,0.496674057649667,0.496815286624204,0.516273849607183,0.475728155339806,0.494419642857143,0.496746203904555
25,70,50,50,50,0.5,0,1,0.5,0.5,0.1,1,0.5,8,2000,0.675214676034348,0.682923280423281,0.538837628592641,0.514891395154553,0.573102068696331,0.591751322751323,0.611793403330152,0.602999686716793,0.288659793814433,0.319672131147541,0.258351893095768,0.291111111111111,0.282894736842105,0.270718232044199,0.305970149253731,0.290288153681964,0.286975717439294
46,70,50,50,50,0.5,0,1,0.5,0.5,0.2,1,0.5,13,2000,0.749179253199078,0.732296380090498,0.547893972403777,0.534352576647097,0.651604782882316,0.627006571859513,0.688904450669156,0.675092411393781,0.21850613154961,0.279120879120879,0.16557734204793,0.264705882352941,0.164383561643836,0.164994425863991,0.272017837235229,0.222100656455142,0.214772727272727
13,70,50,50,50,0.5,0,1,0.5,0.5,0,1,0.5,12,2000,0.76026562659325,0.697140551135709,0.53716366627952,0.515694577607329,0.637034771081881,0.60858122910181,0.663131533101045,0.697706935123043,0.237912087912088,0.32762312633833,0.207317073170732,0.246376811594203,0.170022371364653,0.189563365282215,0.2894438138479,0.265901981230448,0.206736353077816
