"run","density","fraction_blue","circle_blue","circle_orange","dominant_con","eth_con","val_con","dominant_lib","val_lib","eth_lib","determinism","utility_function","step","et_sq_bl","et_sq_or","et_cl_bl","et_cl_or","vl_sq_bl","vl_sq_or","vl_cl_bl","vl_cl_or","mv_gl","mv_sq_bl","mv_cl_bl","mv_sq_or","mv_cl_or","mv_cl","mv_sq","mv_bl","mv_or"
1437,70,50,50,50,0.7,1,0.6,0.6,1,0.9,20,"single-peaked",2000,0.987314417683933,0.988999166406168,0.913826641767818,0.919172033567525,0.915385461343891,0.917599249765552,0.929813777362796,0.933555327868852,0.102285092491839,0.182448036951501,0.00871459694989107,0.207423580786026,0.0204918032786885,0.0147835269271383,0.195286195286195,0.0930493273542601,0.110993657505285
1441,70,50,50,50,0.7,1,0.6,0.7,1,0.5,1,"single-peaked",2000,0.531674123788218,0.536127681841968,0.510807050092764,0.514102965747703,0.523905401086609,0.533110936682365,0.534366625438054,0.547266604010025,0.5,0.496644295302013,0.5,0.49010989010989,0.513157894736842,0.506535947712418,0.493348115299335,0.498349834983498,0.501646542261251
1449,70,50,50,50,0.7,1,0.6,0.7,1,0.7,20,"single-peaked",2000,0.983752762708459,0.987801451052524,0.773875802997859,0.743656503368733,0.898626180429978,0.943273554056816,0.911310798409299,0.93880895283773,0.0833333333333333,0.116033755274262,0.0235546038543897,0.15450643776824,0.0335731414868106,0.0282805429864253,0.135106382978723,0.0701381509032944,0.0973952434881087
1444,70,50,50,50,0.7,1,0.6,0.7,1,0.6,1,"single-peaked",2000,0.55932453416149,0.513737292669877,0.522906403940887,0.491630166217431,0.511570910973085,0.509333868378812,0.516758427508935,0.524966307277628,0.500274273176083,0.530434782608696,0.474645030425964,0.514606741573034,0.482352941176471,0.478213507625272,0.522651933701657,0.501573976915005,0.498850574712644
1457,70,50,50,50,0.7,1,0.6,0.7,1,1,5,"single-peaked",2000,0.751298936060325,0.773935112506541,0.592838416265383,0.594384920634921,0.655257721309782,0.658369963369963,0.692191011235955,0.664503968253968,0.32319391634981,0.284164859002169,0.28314606741573,0.373626373626374,0.35,0.317837837837838,0.328602620087336,0.283664459161148,0.361497326203209
1446,70,50,50,50,0.7,1,0.6,0.7,1,0.6,20,"single-peaked",2000,0.990194572452637,0.980672268907563,0.732975679542203,0.752368603042877,0.940043522785459,0.953291316526611,0.940215614142653,0.970285022722782,0.103987068965517,0.21244635193133,0.0450643776824034,0.144796380090498,0.0186721991701245,0.0316455696202532,0.179515418502203,0.128755364806867,0.079004329004329
1452,70,50,50,50,0.7,1,0.6,0.7,1,0.8,20,"single-peaked",2000,0.987462326702833,0.989295718287315,0.830839395943563,0.828671083818143,0.948817058468958,0.897308923569428,0.957434964726631,0.901217410040939,0.100766703176342,0.157563025210084,0.0231481481481481,0.178571428571429,0.0316742081447964,0.0274599542334096,0.168067226890756,0.0936123348017621,0.107843137254902
1451,70,50,50,50,0.7,1,0.6,0.7,1,0.8,5,"single-peaked",2000,0.750203317281969,0.744244260204082,0.581659147869674,0.582783286850533,0.682116104868914,0.676466836734695,0.713015037593985,0.703801260200393,0.328048113723346,0.343820224719101,0.341052631578947,0.303571428571429,0.323210412147505,0.332264957264957,0.323628219484882,0.342391304347826,0.313531353135314
1447,70,50,50,50,0.7,1,0.6,0.7,1,0.7,1,"single-peaked",2000,0.54827164270419,0.510213940648723,0.537031024531025,0.532005200367085,0.528956357703681,0.504362203818725,0.545127293341579,0.548574997450801,0.496132596685083,0.477516059957173,0.519480519480519,0.485507246376812,0.501070663811563,0.510226049515608,0.481271282633371,0.498385360602799,0.493757094211124
1453,70,50,50,50,0.7,1,0.6,0.7,1,0.9,1,"single-peaked",2000,0.536400784570121,0.544549128444834,0.511445465104002,0.537873692077728,0.515105699030184,0.516827344434706,0.500382747333967,0.511814008114456,0.483269336258914,0.512585812356979,0.452328159645233,0.480572597137014,0.488789237668161,0.470457079152731,0.495680345572354,0.481981981981982,0.484491978609626
1454,70,50,50,50,0.7,1,0.6,0.7,1,0.9,5,"single-peaked",2000,0.775557299843014,0.763176885798567,0.62482955737361,0.627306878306878,0.686684981684982,0.654601243152129,0.694186595342983,0.675777777777778,0.304803975704031,0.303296703296703,0.281938325991189,0.329646017699115,0.304444444444444,0.293141592920354,0.316427783902977,0.292629262926293,0.317073170731707
1456,70,50,50,50,0.7,1,0.6,0.7,1,1,1,"single-peaked",2000,0.50479937737807,0.543595187544232,0.500505757858699,0.532369251119251,0.498270494638533,0.509177535132949,0.525007780890134,0.52415293040293,0.484262838210933,0.493946731234867,0.5119825708061,0.45859872611465,0.474358974358974,0.492988133764833,0.475113122171946,0.503440366972477,0.466453674121406
1455,70,50,50,50,0.7,1,0.6,0.7,1,0.9,20,"single-peaked",2000,0.995904558404558,0.994751806972789,0.85164713335445,0.862148441466139,0.936792836792837,0.924109800170068,0.942041495090275,0.937305817849528,0.0859630032644178,0.163829787234043,0.0110864745011086,0.149553571428571,0.0191897654584222,0.0152173913043478,0.156862745098039,0.0890336590662324,0.0828789531079607
1448,70,50,50,50,0.7,1,0.6,0.7,1,0.7,5,"single-peaked",2000,0.784666469893743,0.77435137732223,0.608084997439836,0.59431330472103,0.682049390003936,0.691170190049114,0.695604198668715,0.701026977314531,0.316496507254164,0.291322314049587,0.352688172043011,0.309417040358744,0.313304721030043,0.33297529538131,0.3,0.321390937829294,0.31140350877193
1458,70,50,50,50,0.7,1,0.6,0.7,1,1,20,"single-peaked",2000,0.987369753627423,0.986385703956203,0.863831645127489,0.87565032785123,0.953887915084234,0.900361532899494,0.952881592734894,0.912332043426851,0.0932297447280799,0.165644171779141,0.019559902200489,0.151843817787419,0.0203160270880361,0.0199530516431925,0.158947368421053,0.099109131403118,0.0873893805309734
1459,70,50,50,50,0.7,1,0.6,0.8,1,0.5,1,"single-peaked",2000,0.552618069815195,0.511948549534757,0.5480967708972,0.486887550200803,0.535352498288843,0.532873563218391,0.524923359901901,0.49982214572576,0.502495840266223,0.490759753593429,0.512875536480687,0.494252873563218,0.513253012048193,0.51305334846765,0.492407809110629,0.501573976915005,0.503529411764706
1464,70,50,50,50,0.7,1,0.6,0.8,1,0.6,20,"single-peaked",2000,0.991181461448722,0.993008130081301,0.662759073905571,0.651850133992991,0.958638243716195,0.975052264808362,0.969009705793145,0.97867192331478,0.0925822643614055,0.144444444444444,0.0276008492569002,0.182926829268293,0.0281385281385281,0.0278670953912111,0.162790697674419,0.0846905537459283,0.100917431192661
1450,70,50,50,50,0.7,1,0.6,0.7,1,0.8,1,"single-peaked",2000,0.53377296976882,0.543506723283793,0.517362931411097,0.535491718426501,0.543830270697491,0.543607825295723,0.510719746614242,0.512067805383023,0.506486486486487,0.54356846473029,0.527522935779816,0.48728813559322,0.467391304347826,0.496651785714286,0.515723270440252,0.535947712418301,0.477467811158798
1463,70,50,50,50,0.7,1,0.6,0.8,1,0.6,5,"single-peaked",2000,0.738057485150509,0.711046638334968,0.571327254305978,0.528971028971029,0.690836101882613,0.680590062111802,0.700633232016211,0.704523254523255,0.30016583747927,0.334038054968288,0.265957446808511,0.340961098398169,0.258741258741259,0.262513904338154,0.337362637362637,0.300106044538706,0.300230946882217
1462,70,50,50,50,0.7,1,0.6,0.8,1,0.6,1,"single-peaked",2000,0.524242877067145,0.520551378446115,0.510176052603669,0.49770062200469,0.526748356246264,0.519581562602158,0.541732951532506,0.525973794228612,0.484980884762425,0.47489539748954,0.485523385300668,0.480549199084668,0.498929336188437,0.49235807860262,0.477595628415301,0.480043149946063,0.490044247787611
1460,70,50,50,50,0.7,1,0.6,0.8,1,0.5,5,"single-peaked",2000,0.687955020345321,0.729869911674347,0.545738665836705,0.536433419521655,0.700772572308369,0.720660522273426,0.72730054984957,0.705004309416074,0.32568306010929,0.401847575057737,0.259259259259259,0.366935483870968,0.273755656108597,0.266370699223085,0.383207750269107,0.32847533632287,0.323027718550107
1461,70,50,50,50,0.7,1,0.6,0.8,1,0.5,20,"single-peaked",2000,0.989490245437382,0.990211084433773,0.593937969924813,0.609606866002215,0.959379588839942,0.984573829531813,0.966922514619883,0.987662337662338,0.111888111888112,0.200440528634361,0.0460526315789474,0.178571428571429,0.0232558139534884,0.0344456404736276,0.189247311827957,0.123076923076923,0.101159114857745
1465,70,50,50,50,0.7,1,0.6,0.8,1,0.7,1,"single-peaked",2000,0.511996753246753,0.504038440773135,0.507481148641669,0.512160973084886,0.51381222943723,0.514930892992117,0.532450160107427,0.548110766045549,0.501664816870144,0.452272727272727,0.518438177874187,0.55328798185941,0.482608695652174,0.500542888165038,0.502837684449489,0.486126526082131,0.517203107658158
1470,70,50,50,50,0.7,1,0.6,0.8,1,0.8,20,"single-peaked",2000,0.993238943684378,0.987199337812835,0.722000915750915,0.697097347097347,0.978738466433344,0.908418541240627,0.979965404965405,0.916095016095016,0.0953678474114441,0.144766146993318,0.0256410256410256,0.155419222903885,0.0512820512820513,0.0379041248606466,0.150319829424307,0.083969465648855,0.106753812636166
1469,70,50,50,50,0.7,1,0.6,0.8,1,0.8,5,"single-peaked",2000,0.748631760396467,0.746772837170189,0.590288733080145,0.552768676277851,0.699789915966387,0.709035004730369,0.73643246664719,0.717903560506772,0.292307692307692,0.307692307692308,0.267893660531697,0.322295805739514,0.272935779816514,0.27027027027027,0.315083798882682,0.286788399570354,0.298087739032621
1466,70,50,50,50,0.7,1,0.6,0.8,1,0.7,5,"single-peaked",2000,0.721707193515705,0.729361680432345,0.566547359684615,0.556133711762851,0.685876393110436,0.699737432446212,0.709549745824256,0.699608430568696,0.32341806381828,0.391489361702128,0.26797385620915,0.329764453961456,0.30242825607064,0.285087719298246,0.360725720384205,0.330462863293864,0.316304347826087
1468,70,50,50,50,0.7,1,0.6,0.8,1,0.8,1,"single-peaked",2000,0.54100642398287,0.542380431384807,0.53161316211878,0.523054919908467,0.524212297338636,0.52418724601438,0.512399678972713,0.505911517925248,0.482834994462901,0.464668094218415,0.49438202247191,0.492341356673961,0.480549199084668,0.487528344671202,0.478354978354978,0.479166666666667,0.486577181208054
1467,70,50,50,50,0.7,1,0.6,0.8,1,0.7,20,"single-peaked",2000,0.991083413231064,0.986902173913044,0.706204761904762,0.68840195466833,0.946881325237031,0.955064699792961,0.953502380952381,0.966341755042628,0.096411355115158,0.162946428571429,0.036,0.164859002169197,0.0283842794759825,0.0323590814196242,0.163916391639164,0.0959915611814346,0.0968443960826986
1473,70,50,50,50,0.7,1,0.6,0.8,1,0.9,20,"single-peaked",2000,0.994175170068027,0.988866532528505,0.753934191702432,0.751633986928104,0.987468112244898,0.905290073775989,0.987941957899039,0.926691046789086,0.10105496946141,0.155555555555556,0.0150214592274678,0.208920187793427,0.0348583877995643,0.0248648648648649,0.181506849315068,0.084061135371179,0.11864406779661
1472,70,50,50,50,0.7,1,0.6,0.8,1,0.9,5,"single-peaked",2000,0.737017121455325,0.755723142648745,0.586215404965405,0.568135095447871,0.679959871589086,0.726737522142337,0.719599613349613,0.725374973778058,0.302631578947368,0.325842696629214,0.292735042735043,0.288840262582057,0.303964757709251,0.298264642082429,0.30709534368071,0.308871851040526,0.296377607025247
1474,70,50,50,50,0.7,1,0.6,0.8,1,1,1,"single-peaked",2000,0.513494543650794,0.501295281092121,0.52412734324499,0.516879064401091,0.534747023809524,0.545608943351607,0.527941176470588,0.529051290119572,0.48433205057724,0.51875,0.414027149321267,0.507900677200903,0.493392070484582,0.454241071428571,0.513542795232936,0.468546637744035,0.500557413600892
1471,70,50,50,50,0.7,1,0.6,0.8,1,0.9,1,"single-peaked",2000,0.534559498317528,0.523767101495387,0.520868347338936,0.506039802530084,0.497733761598858,0.518154099056104,0.520985894357743,0.534570091535534,0.488409703504043,0.460385438972163,0.523109243697479,0.474387527839644,0.494600431965443,0.509052183173589,0.467248908296943,0.492046659597031,0.484649122807018
1476,70,50,50,50,0.7,1,0.6,0.8,1,1,20,"single-peaked",2000,0.989519047619048,0.991436925647452,0.741944266495836,0.73368857793687,0.938935714285715,0.968765664160401,0.942408712363869,0.970395379108363,0.101032047800109,0.19,0.0448430493273543,0.133771929824561,0.0227790432801822,0.0338983050847458,0.163179916317992,0.121564482029598,0.0793296089385475
1475,70,50,50,50,0.7,1,0.6,0.8,1,1,5,"single-peaked",2000,0.722522026431718,0.740257636531935,0.582904431980645,0.609469808541973,0.697241451646738,0.696269155610408,0.717288023754537,0.714754540991654,0.300108932461874,0.353846153846154,0.254041570438799,0.330453563714903,0.261855670103093,0.258169934640523,0.342047930283224,0.30518018018018,0.29535864978903
1477,70,50,50,50,0.7,1,0.6,0.9,1,0.5,1,"single-peaked",2000,0.507014308070646,0.533503401360545,0.515830186700231,0.522698412698412,0.502014866979656,0.505218118993629,0.539117893853577,0.526490015360983,0.486002239641657,0.511737089201878,0.449339207048458,0.492063492063492,0.49247311827957,0.471164309031556,0.501730103806228,0.479545454545455,0.492273730684327
1478,70,50,50,50,0.7,1,0.6,0.9,1,0.5,5,"single-peaked",2000,0.759111341632089,0.710967636482511,0.560172039830425,0.504813539873782,0.760884706579728,0.744856706984854,0.756272798974662,0.772016637980493,0.28673637864612,0.360995850622407,0.209109730848861,0.347826086956522,0.226506024096386,0.217149220489978,0.354733405875952,0.284974093264249,0.288732394366197
1479,70,50,50,50,0.7,1,0.6,0.9,1,0.5,20,"single-peaked",2000,0.986576635209893,0.988669405815423,0.537767195767196,0.53147171620326,0.978978197201432,0.973872734934682,0.986753968253968,0.976518056887185,0.106204583566238,0.150341685649203,0.0511111111111111,0.172185430463576,0.0514541387024608,0.0512820512820513,0.161434977578475,0.100112485939258,0.112222222222222
1482,70,50,50,50,0.7,1,0.6,0.9,1,0.6,20,"single-peaked",2000,0.997015873015873,0.996410803127221,0.58021732182806,0.593234989648033,0.986066137566138,0.960201543303889,0.984654309150953,0.969073498964803,0.10727969348659,0.181818181818182,0.0156599552572707,0.189765458422175,0.0391304347826087,0.0275633958103638,0.185869565217391,0.099109131403118,0.115177610333692
1481,70,50,50,50,0.7,1,0.6,0.9,1,0.6,5,"single-peaked",2000,0.751377589760278,0.750731807874666,0.505936819172114,0.53075912183055,0.751054886647142,0.718882704596991,0.76008662724349,0.751332199546485,0.295279912184413,0.334851936218679,0.233115468409586,0.383116883116883,0.231601731601732,0.232356134636265,0.359600443951165,0.282850779510022,0.307359307359307
1483,70,50,50,50,0.7,1,0.6,0.9,1,0.7,1,"single-peaked",2000,0.514097877957153,0.53490925058548,0.499341380070547,0.514771734381826,0.537455579246624,0.536873048399688,0.499236662257495,0.487562800349498,0.48986301369863,0.492537313432836,0.506944444444444,0.48155737704918,0.479357798165138,0.493087557603687,0.486938349007315,0.499445061043285,0.480519480519481
1484,70,50,50,50,0.7,1,0.6,0.9,1,0.7,5,"single-peaked",2000,0.717241284504564,0.722882150672086,0.536357297799814,0.557350230414747,0.711511602331464,0.704787954569137,0.737860241710567,0.742706093189964,0.301762114537445,0.35796766743649,0.240780911062907,0.365426695842451,0.247311827956989,0.244060475161987,0.361797752808989,0.297539149888143,0.3058568329718
1480,70,50,50,50,0.7,1,0.6,0.9,1,0.6,1,"single-peaked",2000,0.532702933494073,0.51900381364667,0.514793048020896,0.494835124315213,0.520589712678321,0.523629148629149,0.527860659031545,0.522569005478298,0.507518796992481,0.506329113924051,0.546413502109705,0.493506493506494,0.482300884955752,0.51511879049676,0.5,0.526371308016878,0.487964989059081
1485,70,50,50,50,0.7,1,0.6,0.9,1,0.7,20,"single-peaked",2000,0.994325814536341,0.989416315049227,0.604324151185138,0.570583717357911,0.979102756892231,0.966307514567008,0.980645419602819,0.967948717948718,0.09449694274597,0.134453781512605,0.031390134529148,0.175105485232068,0.0223325062034739,0.0270906949352179,0.154736842105263,0.0845986984815618,0.104903078677309
1488,70,50,50,50,0.7,1,0.6,0.9,1,0.8,20,"single-peaked",2000,0.990106732348112,0.995806218365871,0.603632683498455,0.58512315270936,0.95326867816092,0.985962193988224,0.964900926813679,0.980492610837438,0.110066371681416,0.174193548387097,0.0268456375838926,0.197396963123644,0.0344827586206897,0.0306122448979592,0.185745140388769,0.101973684210526,0.118303571428571
1490,70,50,50,50,0.7,1,0.6,0.9,1,0.9,5,"single-peaked",2000,0.725562917474683,0.725812753985621,0.516744006187162,0.553515466015466,0.727865761689292,0.714616546837554,0.736736272235112,0.744706450956452,0.308676307007786,0.361990950226244,0.264501160092807,0.361050328227571,0.247863247863248,0.255839822024472,0.361512791991101,0.313860252004582,0.303783783783784
1491,70,50,50,50,0.7,1,0.6,0.9,1,0.9,20,"single-peaked",2000,0.987579997830567,0.997268445839874,0.602315827862874,0.583462323981512,0.971103156524569,0.980120355834642,0.985881004480567,0.97514780178437,0.103563474387528,0.170454545454545,0.0415754923413567,0.153508771929825,0.0496613995485327,0.0455555555555556,0.161830357142857,0.10479375696767,0.102335928809789
1487,70,50,50,50,0.7,1,0.6,0.9,1,0.8,5,"single-peaked",2000,0.746733887520526,0.724724497017491,0.540839797457445,0.577036810441522,0.738621202791462,0.698172581134365,0.722923400129282,0.732096971550933,0.309652928416486,0.392241379310345,0.221719457013575,0.380042462845011,0.23982869379015,0.231023102310231,0.386096256684492,0.309050772626932,0.310234541577825
1489,70,50,50,50,0.7,1,0.6,0.9,1,0.9,1,"single-peaked",2000,0.542705811138015,0.511091359620772,0.545731646825397,0.486297208538588,0.52143109362389,0.532323313940961,0.544642857142857,0.530213464696224,0.494259158009841,0.491525423728814,0.49375,0.493212669683258,0.498850574712644,0.496174863387978,0.492341356673961,0.492647058823529,0.496009122006841
1486,70,50,50,50,0.7,1,0.6,0.9,1,0.8,1,"single-peaked",2000,0.494784192215699,0.53507510386705,0.481996049540893,0.500590495162208,0.496640574037834,0.511792905081496,0.545510356609012,0.538548188199583,0.495362793235134,0.474885844748858,0.511210762331839,0.483221476510067,0.50996015936255,0.510548523206751,0.47909604519774,0.493212669683258,0.49736564805058
1494,70,50,50,50,0.7,1,0.6,0.9,1,1,20,"single-peaked",2000,0.990060722275488,0.994480994152047,0.591265470946088,0.592224297126258,0.977090657292,0.980748746867168,0.98540224459828,0.984165888577653,0.0990643918547056,0.16331096196868,0.0308370044052863,0.164113785557987,0.0392156862745098,0.0350492880613363,0.163716814159292,0.0965593784683685,0.101528384279476
1492,70,50,50,50,0.7,1,0.6,0.9,1,1,1,"single-peaked",2000,0.535358882592704,0.500355244603536,0.512554824561403,0.516583850931677,0.554525797793021,0.504450048812236,0.535907477025898,0.520610766045549,0.47928026172301,0.467640918580376,0.458333333333333,0.505694760820046,0.48695652173913,0.472707423580786,0.485838779956427,0.463101604278075,0.496106785317019
1496,70,50,50,50,0.7,1,0.6,1,1,0.5,5,"single-peaked",2000,0.732050293119409,0.740140549611916,0.519437229437229,0.515799892990904,0.776018204257945,0.773977344241662,0.793295454545454,0.784095773140717,0.281354051054384,0.354211663066955,0.186363636363636,0.363436123348018,0.215730337078652,0.201129943502825,0.358778625954198,0.272425249169435,0.290322580645161
1498,70,50,50,50,0.7,1,0.6,1,1,0.6,1,"single-peaked",2000,0.51810861423221,0.540152216394117,0.510352553719901,0.507574304889741,0.529176029962546,0.539116013576057,0.530274808336033,0.519867902418238,0.474387527839644,0.487640449438202,0.492063492063492,0.442764578833693,0.476510067114094,0.484234234234234,0.464757709251101,0.489841986455982,0.459340659340659
1493,70,50,50,50,0.7,1,0.6,0.9,1,1,5,"single-peaked",2000,0.726122988878092,0.733475056689343,0.520746066479108,0.545869674185464,0.733060684591297,0.733985260770976,0.75203969990622,0.760929824561403,0.274114441416894,0.306122448979592,0.231947483588621,0.344155844155844,0.216842105263158,0.224248927038627,0.325581395348837,0.26837416481069,0.279615795090715
1497,70,50,50,50,0.7,1,0.6,1,1,0.5,20,"single-peaked",2000,0.99385775862069,0.989241417497231,0.507535433873763,0.509170227920228,0.986545566502463,0.97327242524917,0.985591924135821,0.98285002035002,0.112568306010929,0.168103448275862,0.0471092077087794,0.206496519721578,0.0363247863247863,0.0417112299465241,0.18659217877095,0.107411385606874,0.117908787541713
1512,70,50,50,50,0.7,1,0.6,1,1,1,20,"single-peaked",2000,0.991960352422908,0.989508413064995,0.488771451301284,0.527929197994987,0.982892804698972,0.976630375013747,0.982782134333447,0.983385547201337,0.115209988649262,0.196035242290749,0.0548926014319809,0.140877598152425,0.0657894736842105,0.0605714285714286,0.169109357384442,0.128293241695304,0.102362204724409
1503,70,50,50,50,0.7,1,0.6,1,1,0.7,20,"single-peaked",2000,0.994509421702404,0.991431924882629,0.454482115426816,0.501604882459313,0.984563260001857,0.98210932260228,0.984773425499232,0.987884267631103,0.114239306984299,0.191033138401559,0.0506912442396313,0.157276995305164,0.0506329113924051,0.0506607929515418,0.175718849840256,0.126715945089757,0.101111111111111
1500,70,50,50,50,0.7,1,0.6,1,1,0.6,20,"single-peaked",2000,0.99601152562936,0.992573221757322,0.480603880896621,0.530367231638418,0.984988878778688,0.98467324168161,0.984080517452882,0.989381557707829,0.109848484848485,0.16135881104034,0.0327868852459016,0.202928870292887,0.0338983050847458,0.0333704115684093,0.182297154899895,0.10022271714922,0.118947368421053
1507,70,50,50,50,0.7,1,0.6,1,1,0.9,1,"single-peaked",2000,0.527522550870568,0.529740834386852,0.509974471188913,0.479680551035904,0.522078875603105,0.544524336283186,0.543323434406585,0.52961817984597,0.497780244173141,0.511013215859031,0.487964989059081,0.491150442477876,0.501138952164009,0.494419642857143,0.501103752759382,0.499451152579583,0.496071829405163
1511,70,50,50,50,0.7,1,0.6,1,1,1,5,"single-peaked",2000,0.750877059953493,0.759980651402774,0.521893475223046,0.511791137279207,0.758121019108281,0.786955820703,0.786402235837902,0.776089763454188,0.245874587458746,0.307855626326964,0.160270880361174,0.316027088036117,0.197396963123644,0.179203539823009,0.311816192560175,0.236323851203501,0.255530973451327
1501,70,50,50,50,0.7,1,0.6,1,1,0.7,1,"single-peaked",2000,0.523809523809524,0.541855757963141,0.511811713191023,0.510253623188406,0.521695402298851,0.535762224352829,0.530697865353038,0.519213250517598,0.508859357696567,0.519396551724138,0.505747126436782,0.478747203579418,0.530434782608696,0.518435754189944,0.499451152579583,0.512791991101224,0.504961411245865
1506,70,50,50,50,0.7,1,0.6,1,1,0.8,20,"single-peaked",2000,0.992249657064472,0.992028985507246,0.482360004087472,0.473741942191724,0.990740740740741,0.975493080527406,0.991922133660331,0.981399459347058,0.101786681104494,0.181069958847737,0.0429184549356223,0.137299771167048,0.0436681222707424,0.0432900432900433,0.160346695557963,0.113445378151261,0.0893854748603352
1499,70,50,50,50,0.7,1,0.6,1,1,0.6,5,"single-peaked",2000,0.754599349780073,0.715508293204923,0.543419648918631,0.481011204481793,0.759215433161216,0.753638309256288,0.772783920085346,0.771610644257703,0.270575578267886,0.353413654618474,0.181262729124236,0.337078651685393,0.207058823529412,0.193231441048035,0.345705196182397,0.267947421638018,0.273563218390805
1495,70,50,50,50,0.7,1,0.6,1,1,0.5,1,"single-peaked",2000,0.526406657190239,0.551512291908634,0.507370620832159,0.523610237046361,0.496304193319119,0.515783488192025,0.538888888888889,0.549997377805748,0.505926724137931,0.537313432835821,0.489151873767258,0.489837398373984,0.514285714285714,0.501039501039501,0.511185682326622,0.51045104510451,0.501583949313622
1509,70,50,50,50,0.7,1,0.6,1,1,0.9,20,"single-peaked",2000,0.988765705838877,0.989024390243903,0.500952914798207,0.501316495066495,0.982926829268293,0.974305775525288,0.987187700192185,0.978311347061347,0.108756274400446,0.159645232815965,0.0403587443946188,0.165929203539823,0.0675675675675676,0.0539325842696629,0.162790697674419,0.100334448160535,0.1171875
1502,70,50,50,50,0.7,1,0.6,1,1,0.7,5,"single-peaked",2000,0.715315315315315,0.751462873284908,0.480196613251506,0.546483333333334,0.791674710424711,0.785386400322841,0.817854301625184,0.797161904761904,0.26158038147139,0.308558558558559,0.176610978520286,0.36864406779661,0.19,0.183895538628945,0.339519650655022,0.24449594438007,0.276748971193416
1504,70,50,50,50,0.7,1,0.6,1,1,0.8,1,"single-peaked",2000,0.515753352338718,0.533853006681515,0.513867228113953,0.484646869983949,0.537968535529512,0.568026832113692,0.565322832189645,0.548809523809524,0.497228381374723,0.467849223946785,0.465065502183406,0.537777777777778,0.519101123595506,0.491694352159468,0.502774694783574,0.466446644664466,0.528491620111732
1508,70,50,50,50,0.7,1,0.6,1,1,0.9,5,"single-peaked",2000,0.727180279856818,0.769208218619354,0.504713750668807,0.515236073197856,0.793177134179413,0.782749566636077,0.835896201177101,0.780525224951976,0.265642151481888,0.355353075170843,0.157303370786517,0.340471092077088,0.210191082802548,0.184497816593886,0.347682119205298,0.255656108597285,0.275053304904051
1510,70,50,50,50,0.7,1,0.6,1,1,1,1,"single-peaked",2000,0.514368386243386,0.536917786808377,0.524396964025785,0.531292517006803,0.52744708994709,0.530134417005314,0.553976918278229,0.540968079539509,0.490566037735849,0.50462962962963,0.493449781659389,0.487964989059081,0.476923076923077,0.485213581599124,0.496062992125984,0.498876404494382,0.482456140350877
1505,70,50,50,50,0.7,1,0.6,1,1,0.8,5,"single-peaked",2000,0.733985649054142,0.738362487852284,0.524599268841395,0.500202109829439,0.771412263535551,0.765921606737933,0.814442725909262,0.806484767820171,0.259893048128342,0.351598173515982,0.18503937007874,0.344671201814059,0.178053830227743,0.181634712411705,0.348122866894198,0.26215644820296,0.257575757575758
1514,70,50,50,50,0.7,1,0.7,0.5,1,0.5,5,"single-peaked",2000,0.7687324929972,0.765860302931241,0.598062865497076,0.568812199036919,0.656222488995598,0.646145254440449,0.667225355054303,0.641680042803639,0.341234840132304,0.313025210084034,0.383771929824561,0.290617848970252,0.37752808988764,0.380688124306326,0.302300109529025,0.347639484978541,0.334467120181406
1515,70,50,50,50,0.7,1,0.7,0.5,1,0.5,20,"single-peaked",2000,0.987296113847838,0.98030858030858,0.650721726190477,0.642585105320955,0.96103995621237,0.932622932622933,0.965124007936508,0.94931616252371,0.0922570016474465,0.114942528735632,0.0583333333333333,0.125874125874126,0.0754716981132075,0.0668756530825496,0.12037037037037,0.0852459016393443,0.0993377483443709
1518,70,50,50,50,0.7,1,0.7,0.5,1,0.6,20,"single-peaked",2000,0.985767790262172,0.990525793650794,0.713239110810201,0.742766135379772,0.945470840021402,0.87771164021164,0.955224554276687,0.903915781188508,0.112605042016807,0.150561797752809,0.0521327014218009,0.168202764976959,0.0805785123966942,0.0673289183222958,0.159271899886234,0.102652825836217,0.122004357298475
1520,70,50,50,50,0.7,1,0.7,0.5,1,0.7,5,"single-peaked",2000,0.790710126845498,0.770299903257014,0.652503576537912,0.628708361278784,0.681500831773758,0.662579275502527,0.673400776619661,0.674829532752068,0.324037925264919,0.310043668122271,0.336909871244635,0.306997742663657,0.342723004694836,0.339686098654709,0.308546059933407,0.323593073593074,0.324510932105869
1524,70,50,50,50,0.7,1,0.7,0.5,1,0.8,20,"single-peaked",2000,0.993035835023665,0.9941400304414,0.943902572523262,0.943383805134957,0.932983193277311,0.931449771689498,0.931885604816639,0.932655804257187,0.111666666666667,0.174442190669371,0.0344827586206897,0.184931506849315,0.043778801843318,0.0391254315304948,0.17937701396348,0.108836206896552,0.114678899082569
1513,70,50,50,50,0.7,1,0.7,0.5,1,0.5,1,"single-peaked",2000,0.515561224489796,0.521455566353526,0.498206131767775,0.527747628825658,0.513515093537415,0.50909998920203,0.515699065014134,0.536960985626283,0.502205071664829,0.508928571428571,0.481735159817352,0.507936507936508,0.509240246406571,0.496216216216216,0.508436445444319,0.49548532731377,0.508620689655172
1516,70,50,50,50,0.7,1,0.7,0.5,1,0.6,1,"single-peaked",2000,0.529604306080885,0.519540699575024,0.5359375,0.490511605099706,0.532077393075357,0.554410482728561,0.516859567901235,0.49852893102321,0.481357818586533,0.482688391038697,0.444444444444444,0.466819221967963,0.530892448512586,0.487917146144994,0.475215517241379,0.464788732394366,0.498855835240275
