"BehaviorSpace results (NetLogo 6.1.1)"
"value_weight_M.nlogo"
"experiment"
"05/19/2021 16:35:41:944 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","fraction_blue","circle_blue","circle_orange","dominant_con","M_con","eth_con","val_con","dominant_lib","M_lib","val_lib","eth_lib","determinism","[step]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = blue]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = orange]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" and color = blue]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" and color = orange]","mean [count (turtles-on neighbors) with [ shape = [ shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = blue]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = orange]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" and color = blue]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and  shape = ""circle""  and color = orange]","count turtles with [movers? = TRUE] / count turtles","count turtles with [movers? = TRUE and color = blue and shape = ""square""] / count turtles with [color = blue and shape = ""square""]","count turtles with [movers? = TRUE and color = blue and shape = ""circle""] / count turtles with [color = blue and shape = ""circle""]","count turtles with [movers? = TRUE and color = orange and shape =  ""square""] / count turtles with [color = orange and shape =  ""square""]","count turtles with [movers? = TRUE and color = orange and shape = ""circle""] / count turtles with [color = orange and shape =  ""circle""]","count turtles with [movers? = TRUE and shape =  ""circle""] / count turtles with [shape =  ""circle""]","count turtles with [movers? = TRUE and shape =  ""square""] / count turtles with [shape =  ""square""]","count turtles with [movers? = TRUE and color = blue] / count turtles with [color = blue]","count turtles with [movers? = TRUE and color = orange] / count turtles with [color = orange]"
"2449","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","0","2000","0.5133010315723662","0.4962535793827555","0.5096469622331691","0.49830166011358673","0.5064707721162861","0.5172844416162898","0.5021449096880131","0.5117463958060289","0.4939091915836102","0.5164113785557987","0.48060344827586204","0.48997772828507796","0.48853211009174313","0.48444444444444446","0.5033112582781457","0.498371335504886","0.48926553672316386"
"2453","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","4","2000","0.6100837257980118","0.6152914159011722","0.5277493060004269","0.5348398651495997","0.7078048142333864","0.6883275261324044","0.7194533418748662","0.7038453434471134","0.3700831024930748","0.44835164835164837","0.31390134529147984","0.39823008849557523","0.3185840707964602","0.31625835189309576","0.42337375964718854","0.38179800221975585","0.3584070796460177"
"2462","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","13","2000","0.9584490740740742","0.9640766430539158","0.5273759186549888","0.5098780869021571","0.9583939594356261","0.9574207988980716","0.9670819490586929","0.9610477232468478","0.13203463203463203","0.19399538106235567","0.035940803382663845","0.2597938144329897","0.037199124726477024","0.03655913978494624","0.22875816993464052","0.11147902869757174","0.15180467091295116"
"2450","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","1","2000","0.5057027649769585","0.5608683765781886","0.5078997161778621","0.5121766444937179","0.5129718016238752","0.5283030122278561","0.5405182382003577","0.5125567521908987","0.500275178866263","0.4976958525345622","0.4878587196467991","0.47390396659707723","0.5432372505543237","0.5154867256637168","0.48521358159912376","0.4926719278466742","0.5075268817204301"
"2458","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","9","2000","0.9120287160417317","0.9133275898078533","0.5201467154025788","0.4829166666666669","0.9469192232207418","0.9573464912280703","0.9584247131688494","0.9616125541125541","0.14403066812705367","0.25162689804772237","0.04051172707889126","0.25","0.031818181818181815","0.036303630363036306","0.25081788440567065","0.14516129032258066","0.14285714285714285"
"2457","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","8","2000","0.8772163120567378","0.8843466708346356","0.49478125335913137","0.5152144909688015","0.9337892603850051","0.9531911013858495","0.9471756422659356","0.9502514367816088","0.17538126361655773","0.3411016949152542","0.04966139954853273","0.2735229759299781","0.03017241379310345","0.03969128996692393","0.3078579117330463","0.2","0.15092290988056462"
"2454","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","5","2000","0.6597568922305771","0.654265873015873","0.519275858491545","0.48902607446690943","0.7874536340852142","0.7710063085063089","0.7930853823010676","0.7620594409457521","0.28314238952536824","0.38526315789473686","0.1568627450980392","0.38247863247863245","0.19721577726218098","0.17640449438202246","0.383881230116649","0.27301927194860814","0.2936596218020022"
"2460","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","11","2000","0.9410081053698075","0.9470916875522142","0.533755175983437","0.47255516840882683","0.9354027355623098","0.9629908103592316","0.9495341614906827","0.964274099883856","0.12506948304613674","0.22929936305732485","0.01956521739130435","0.21615720524017468","0.02195121951219512","0.020689655172413793","0.22282023681377824","0.12567132116004295","0.12442396313364056"
"2461","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","12","2000","0.9547234195402298","0.9543355023168691","0.5352732683982686","0.47766726943942167","0.95482604679803","0.9641871241250124","0.9600649350649352","0.9642103676913807","0.1261918115535614","0.21505376344086022","0.020454545454545454","0.2277432712215321","0.015189873417721518","0.017964071856287425","0.22151898734177214","0.12044198895027625","0.13211845102505695"
"2455","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","6","2000","0.7407105149752209","0.7465783664459162","0.519072472412765","0.49713356058258446","0.8819381598793371","0.8645511405445182","0.9025350432448547","0.8776030368763558","0.20588235294117646","0.32805429864253394","0.08350730688935282","0.31938325991189426","0.10412147505422993","0.09361702127659574","0.3236607142857143","0.2008686210640608","0.21092896174863388"
"2459","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","10","2000","0.9182475530627964","0.9357756504663723","0.5187480798771122","0.48839082329970723","0.9407786209171897","0.9467501227295043","0.9584843830005121","0.9517002928734136","0.1394072447859495","0.24249422632794457","0.025806451612903226","0.24536082474226803","0.04100227790432802","0.033185840707964605","0.2440087145969499","0.13028953229398663","0.14826839826839827"
"2465","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","0","2000","0.48304029304029317","0.5192337948395219","0.5148547304384307","0.4994388838337884","0.4789769754055465","0.5157252989301447","0.517125550660793","0.49818774643615443","0.4967284623773173","0.5296703296703297","0.4845814977973568","0.48237885462555063","0.49044585987261147","0.4875675675675676","0.506050605060506","0.5071507150715071","0.4864864864864865"
"2463","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","14","2000","0.9740625968391696","0.9734936831875611","0.5166246189424997","0.5011299901022765","0.9628860654891025","0.9514407191448009","0.9650688531483234","0.9562933025404158","0.11867174741426238","0.227765726681128","0.017660044150110375","0.2","0.016166281755196306","0.016930022573363433","0.21345951629863302","0.12363238512035012","0.11375947995666305"
"2464","70","50","50","50","0.5","0.6","1","0.5","1","1","1","0.5","15","2000","0.9780700343200344","0.9716260943839422","0.5150421626984127","0.4896235877943198","0.9605748605748603","0.9676676275891524","0.9666617063492062","0.9784447260057015","0.11409764125068568","0.21076233183856502","0.022916666666666665","0.21300448430493274","0.017738359201773836","0.02040816326530612","0.21188340807174888","0.11339092872570194","0.11482720178372352"
"2470","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","5","2000","0.6608851045937145","0.6321574106415188","0.5415544068504597","0.517751322751323","0.6368574582150746","0.633883455582722","0.6674263784461153","0.6635873015873018","0.3646127755794234","0.3708609271523179","0.33771929824561403","0.3960880195599022","0.35698447893569846","0.3472987872105843","0.382830626450116","0.3542354235423542","0.3755813953488372"
"2471","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","6","2000","0.6887242143821094","0.6391831335708892","0.49474740715958504","0.5303768527278458","0.7263880855986127","0.6676141885325564","0.6867932418869185","0.6993771680857783","0.34655647382920113","0.39068825910931176","0.3044496487119438","0.3854875283446712","0.30022075055187636","0.30227272727272725","0.38823529411764707","0.3507057546145494","0.3422818791946309"
"2466","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","1","2000","0.4947338323975882","0.5137304921968789","0.4883875895490942","0.5113864942528734","0.5192113745061345","0.5255702280912363","0.5137220817530557","0.5155069786535302","0.4810810810810811","0.5131004366812227","0.46017699115044247","0.47058823529411764","0.48060344827586204","0.4705240174672489","0.49143468950749464","0.4868131868131868","0.475531914893617"
"2467","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","2","2000","0.5381580384447354","0.542702869484727","0.4959101802646655","0.5034602451458944","0.5449595893403236","0.5547850457677678","0.5387621131603629","0.5552825686083088","0.4821826280623608","0.5034324942791762","0.5054704595185996","0.47516198704103674","0.44419134396355353","0.47544642857142855","0.4888888888888889","0.5044742729306487","0.46008869179600886"
"2474","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","9","2000","0.811923615600087","0.8335135546756015","0.5191558441558439","0.5123793253064318","0.8135315664727433","0.8356330591938275","0.8349296536796533","0.8226027768738472","0.22849162011173185","0.22850678733031674","0.19772727272727272","0.2942430703624733","0.18906605922551253","0.19340159271899887","0.2623490669593853","0.21315192743764172","0.2433920704845815"
"2469","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","4","2000","0.600648863148863","0.5883511096746392","0.517546470342523","0.5390234495526072","0.5921090733590738","0.5955586080586083","0.6014567669172938","0.6392368610511168","0.4149584487534626","0.45045045045045046","0.4232456140350877","0.38687782805429866","0.39956803455723544","0.41131664853101196","0.4187358916478555","0.43666666666666665","0.39337016574585637"
"2475","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","10","2000","0.896477110157368","0.9080109655802624","0.47304934021801515","0.5111268790076737","0.9187895973840183","0.9115417808914612","0.9265892139988522","0.9037475034163777","0.1769273433166944","0.23819742489270387","0.08674698795180723","0.255863539445629","0.11479028697571744","0.10138248847926268","0.24705882352941178","0.16685584562996594","0.18655097613882862"
"2472","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","7","2000","0.7567862274220041","0.7549540892590225","0.48551808251140105","0.5090796019900496","0.7605321223316919","0.7467035020286147","0.764900837840705","0.770215250279216","0.263129102844639","0.2823275862068966","0.2026726057906459","0.2937219730941704","0.27292110874200426","0.238562091503268","0.2879120879120879","0.24315443592552027","0.2830601092896175"
"2476","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","11","2000","0.907559244355019","0.9255840540809229","0.5100936100936106","0.4931534622582658","0.9017382070198969","0.9330301222785565","0.9265160765160765","0.9262762528592215","0.1545603495357728","0.2323943661971831","0.1047008547008547","0.21294363256784968","0.07205240174672489","0.08855291576673865","0.22209944751381216","0.16554809843400448","0.144076840981857"
"2468","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","3","2000","0.5749471458773785","0.5448573573573577","0.5128444782168189","0.5003592406125446","0.5759916440148999","0.5643554268554266","0.5773809523809526","0.5803492762743867","0.43508962520369365","0.4503171247357294","0.4574468085106383","0.42117117117117114","0.40969162995594716","0.43398268398268397","0.4362050163576881","0.45387062566277836","0.4153674832962138"
"2473","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","8","2000","0.7792151475975013","0.8017831262939964","0.5107169852067811","0.5316201480592234","0.7640082956259423","0.7935507246376815","0.7866915019976246","0.7998774509803928","0.24848818031885653","0.2918552036199095","0.2199546485260771","0.28043478260869564","0.20378151260504201","0.21155943293347873","0.2860310421286031","0.2559456398640997","0.24145299145299146"
"2483","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","2","2000","0.5222077457592474","0.5135043817970645","0.5088391579807886","0.5059238510218897","0.5290644798692009","0.525583359729701","0.5328683834048643","0.5352629940865238","0.49457111834962","0.5214592274678111","0.5107296137339056","0.49223946784922396","0.4531590413943355","0.4821621621621622","0.5070883315158125","0.5160944206008584","0.4725274725274725"
"2479","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","14","2000","0.9559523809523804","0.9563492063492065","0.49112679955703215","0.5286562843166621","0.9435533588435373","0.9137995374750345","0.9463510520487266","0.9267195767195767","0.14103982300884957","0.19196428571428573","0.05116279069767442","0.2185430463576159","0.10062893081761007","0.07717750826901874","0.20532741398446172","0.12300683371298406","0.15806451612903225"
"2477","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","12","2000","0.9303585841116114","0.9349128028404344","0.5215879657302256","0.5024997472449703","0.9015853799146786","0.9145989974937346","0.9184100418410042","0.9193054291780403","0.13688840021990104","0.13075060532687652","0.07322175732217573","0.24507658643326038","0.10191082802547771","0.0874604847207587","0.19080459770114944","0.09988776655443322","0.1724137931034483"
"2480","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","15","2000","0.9696053196053195","0.9704220101401729","0.507807736781247","0.5062579719387758","0.9452354139854141","0.9431901779500945","0.9505623883107325","0.9457748724489796","0.11287671232876713","0.13963963963963963","0.0772626931567329","0.18333333333333332","0.046875","0.06215316315205328","0.16233766233766234","0.10813823857302118","0.11745689655172414"
"2478","70","50","50","50","0.5","0.7","1","0.5","0.5","0","1","0.5","13","2000","0.955570018440178","0.9593823922657618","0.468139309900032","0.5243129115373603","0.9413493871352642","0.9416795227810348","0.9466596796732237","0.9531992556541654","0.13449023861171366","0.17995444191343962","0.08126410835214447","0.19654427645788336","0.0841683366733467","0.08280254777070063","0.188470066518847","0.13038548752834467","0.13825363825363826"
"2484","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","3","2000","0.5486796536796533","0.5772857142857148","0.5034451659451659","0.5062689691261123","0.5593127705627704","0.5847293233082711","0.5893372500515359","0.5763605442176876","0.46670305676855894","0.43863636363636366","0.4588744588744589","0.4673684210526316","0.5010989010989011","0.4798255179934569","0.453551912568306","0.4490022172949002","0.4838709677419355"
"2485","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","4","2000","0.6249160245010882","0.5979788359788364","0.5568519604967243","0.48168130136215237","0.5955147204109866","0.6186190476190482","0.6209861151852936","0.6015479004840711","0.4201954397394137","0.45020746887966806","0.36344969199178645","0.4488888888888889","0.42080378250591016","0.3901098901098901","0.44957081545064376","0.4066047471620227","0.4352806414662085"
"2482","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","1","2000","0.5193304244774835","0.5197193097422452","0.5067805383022773","0.48277625152625114","0.480936220642103","0.49137723896898183","0.5227644681060831","0.5250432437932444","0.49562841530054647","0.4660633484162896","0.5072463768115942","0.5045871559633027","0.5031982942430704","0.5052521008403361","0.48519362186788156","0.4875675675675676","0.5038674033149171"
"2488","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","7","2000","0.7102014243197285","0.7076793721973089","0.5080962688105538","0.517500774713356","0.7207775297619049","0.7133327994875085","0.7364048649762931","0.7454550149777914","0.29444138690148597","0.35714285714285715","0.23160173160173161","0.3251121076233184","0.2668112798264642","0.24918743228602383","0.34116331096196867","0.2934065934065934","0.2954796030871003"
"2486","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","5","2000","0.6467155612244901","0.6593858885017424","0.5198003416613289","0.5298054919908468","0.67256855867347","0.686500677506775","0.6589072175955583","0.6729595728451568","0.3702687877125617","0.3705357142857143","0.3251121076233184","0.4105691056910569","0.3707093821510298","0.347678369195923","0.39148936170212767","0.3478747203579418","0.39181916038751347"
"2487","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","6","2000","0.7104532864599983","0.6894774011299438","0.5056249365417814","0.5133333333333334","0.6956082880579535","0.6724248385794999","0.68513808508478","0.700211342964152","0.3113413304252999","0.32142857142857145","0.2857142857142857","0.3580508474576271","0.2786516853932584","0.28227571115973743","0.3402173913043478","0.3031624863685932","0.31952017448200654"
"2481","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","0","2000","0.5235798261213201","0.51086067837808","0.5280962710463795","0.49478824932895904","0.48573651452282174","0.5015191691525797","0.5090873876665631","0.5107291977333739","0.49433351322180247","0.5352697095435685","0.5054229934924078","0.45707656612529","0.4759916492693111","0.49042553191489363","0.49835706462212487","0.5206786850477201","0.46703296703296704"
"2494","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","13","2000","0.9602057051937722","0.9451652661064428","0.4795145683844313","0.5482178643000287","0.9530429594272077","0.8990112044817924","0.9480620787127634","0.936263002194866","0.13250982594048288","0.1909307875894988","0.0821917808219178","0.18823529411764706","0.08016032064128256","0.08110992529348986","0.1895734597156398","0.1353558926487748","0.12987012987012986"
"2495","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","14","2000","0.9418221920597217","0.9410807918673086","0.5422332035539588","0.5148256127847963","0.9046148625721074","0.9205082932049229","0.9224368573425172","0.9308767951625095","0.15126050420168066","0.21140142517814728","0.07756813417190776","0.2219730941704036","0.10204081632653061","0.08932461873638345","0.21683967704728951","0.1403118040089087","0.16234498308906425"
"2490","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","9","2000","0.8428260869565221","0.8296849224678331","0.5270481310803891","0.5266541627591957","0.8370160455486547","0.8493044099857036","0.8457245263696876","0.8695712201729701","0.20759911894273128","0.26521739130434785","0.17419354838709677","0.2465437788018433","0.14660831509846828","0.16052060737527116","0.25615212527964204","0.21945945945945947","0.19528619528619529"
"2489","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","8","2000","0.7574199507389162","0.764644954898259","0.5155926501035195","0.5110150912613437","0.7636725164203617","0.7672173274596187","0.7900310559006213","0.7729071071683487","0.2661246612466125","0.3426724137931034","0.22826086956521738","0.2709251101321586","0.22269807280513917","0.22545846817691478","0.30718954248366015","0.2857142857142857","0.24647122692725298"
"2492","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","11","2000","0.9189440993788822","0.9230105465004796","0.5524649278798663","0.4935234749637557","0.8847008826413865","0.9171806754021522","0.9046112428373838","0.9189054310248685","0.17112597547380157","0.2374429223744292","0.0995850622406639","0.23937360178970918","0.11241217798594848","0.10561056105610561","0.2384180790960452","0.16521739130434782","0.17734553775743708"
"2491","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","10","2000","0.8975738396624475","0.8954734219269106","0.5162593984962401","0.5199882736820638","0.8949216395418932","0.8771179401993354","0.9026916248955719","0.8911389823595393","0.18007662835249041","0.21308016877637131","0.14692982456140352","0.23255813953488372","0.13062098501070663","0.13867822318526543","0.22234513274336284","0.18064516129032257","0.1794871794871795"
"2496","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","15","2000","0.9624764002517306","0.961526091918249","0.5334189406099522","0.5233791638721214","0.9377858191734845","0.9446986201888162","0.9442054574638846","0.9463642968924654","0.11378923766816143","0.21365638766519823","0.033707865168539325","0.1568627450980392","0.04460093896713615","0.03903559127439724","0.1851040525739321","0.12458286985539488","0.10282485875706214"
"2493","70","50","50","50","0.5","0.7","1","0.5","0.5","0.1","1","0.5","12","2000","0.9308935920047037","0.928703992514036","0.5461265478707338","0.5069940476190475","0.887370174407212","0.9058873986275735","0.8993179301318833","0.9061282467532471","0.151237890204521","0.2736625514403292","0.06976744186046512","0.16775599128540306","0.08636363636363636","0.07776560788608981","0.2222222222222222","0.17309697601668406","0.12791991101223582"
"2498","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","1","2000","0.4843942338840292","0.5439312384831733","0.49121951219512183","0.5419884877027734","0.5390859518410538","0.5216589079623702","0.5123403019744488","0.49343799058084803","0.49081803005008345","0.4671201814058957","0.4902439024390244","0.4786150712830957","0.5274725274725275","0.5098265895953757","0.47317596566523606","0.4782608695652174","0.5021141649048626"
"2500","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","3","2000","0.6043381344307279","0.538081031935447","0.5395708283313323","0.5093668831168828","0.5889844209288655","0.5602710535288101","0.577103341336535","0.5930194805194807","0.4294343767160901","0.43004115226337447","0.41596638655462187","0.4677804295942721","0.4068181818181818","0.4115720524017467","0.44751381215469616","0.4230769230769231","0.43655413271245636"
"2501","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","4","2000","0.6185291858678961","0.6023862551702198","0.5459356991204125","0.5477275132275131","0.5939461268378325","0.5881111464630401","0.6154610251744014","0.6260952380952384","0.4151884700665188","0.41244239631336405","0.39490445859872614","0.46770601336302897","0.38666666666666666","0.39087947882736157","0.4405436013590034","0.40331491712707185","0.4271412680756396"
"2497","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","0","2000","0.5005351249410657","0.49903776325344984","0.5051367902930404","0.5022343544636538","0.5295827439886847","0.5371226268285092","0.47879750457875464","0.4802193913658878","0.5056664867781975","0.5177865612648221","0.5323741007194245","0.477124183006536","0.4968152866242038","0.5135135135135135","0.49844559585492226","0.5243770314192849","0.4870967741935484"
"2499","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","2","2000","0.5308441558441558","0.5440400202634249","0.5110600781332486","0.5192877801879971","0.5342419208698285","0.5568794326241134","0.5377520853130611","0.5430120855283547","0.4668463611859838","0.5116279069767442","0.4678492239467849","0.46595744680851064","0.420824295010846","0.4440789473684211","0.48886532343584305","0.4902597402597403","0.44360902255639095"
"2502","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","5","2000","0.6236154244306421","0.6262222222222228","0.5214391534391535","0.5201259304578362","0.6227510351966868","0.630267195767196","0.6340502645502653","0.6444427449780763","0.3820470717022441","0.40217391304347827","0.3288888888888889","0.41555555555555557","0.3811563169164882","0.3555070883315158","0.4087912087912088","0.3659340659340659","0.3980370774263904"
"2503","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","6","2000","0.674943064182195","0.6761877705627707","0.546730830416799","0.541268127121259","0.6633669772256735","0.6745562770562782","0.6842957895853219","0.6864008022215369","0.32560706401766004","0.35","0.31403118040089084","0.3090909090909091","0.3282937365010799","0.32127192982456143","0.33","0.33223322332233224","0.31893687707641194"
"2504","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","7","2000","0.7035740799660626","0.7148823082763861","0.5208702791461409","0.5456454272136557","0.7179605472478531","0.715991430740862","0.7408730158730163","0.7377582193773642","0.2866593164277839","0.2828507795100223","0.271264367816092","0.3234624145785877","0.2708757637474542","0.2710583153347732","0.30292792792792794","0.27714932126696834","0.2956989247311828"
"2505","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","8","2000","0.8021878306878308","0.8088934041888087","0.5452950310559005","0.5731913455037194","0.7920687830687831","0.7542096488485988","0.8117650103519676","0.7836062011011307","0.2661290322580645","0.28","0.25869565217391305","0.2975929978118162","0.23123732251521298","0.24449108079748164","0.288864388092613","0.2692307692307692","0.2631578947368421"
"2506","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","9","2000","0.8420819490586935","0.8596587301587301","0.5448902288188002","0.5304585152838429","0.8306312292358811","0.840277777777778","0.8626829519686666","0.8455240174672487","0.1922222222222222","0.24186046511627907","0.1471861471861472","0.24444444444444444","0.13973799126637554","0.14347826086956522","0.2431818181818182","0.19282511210762332","0.19162995594713655"
"2508","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","11","2000","0.9199545211342961","0.9261981237891306","0.5572299651567947","0.5436516975810834","0.9012894596040667","0.9009635974304075","0.9118836448104742","0.9011931879813432","0.16139767054908485","0.21348314606741572","0.12831858407079647","0.20342612419700215","0.0979498861047836","0.11335578002244669","0.20833333333333334","0.1705685618729097","0.152317880794702"
"2507","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","10","2000","0.9230158730158732","0.9169708994708998","0.5261345136345137","0.5628637566137566","0.86205081569665","0.8800052910052915","0.8722629222629223","0.909020691609977","0.15857605177993528","0.19444444444444445","0.1346153846153846","0.22","0.09523809523809523","0.11419753086419752","0.20748299319727892","0.16333333333333333","0.1540880503144654"
"2510","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","13","2000","0.938920265780731","0.951359412944779","0.5469017732616056","0.5009109964527572","0.8936877076411965","0.9289911308203993","0.9213364215979278","0.9260749220681497","0.14039955604883464","0.18604651162790697","0.08577405857740586","0.19955654101995565","0.09480812641083522","0.09011943539630836","0.19296254256526674","0.13325991189427314","0.1476510067114094"
"2509","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","12","2000","0.9464739483237243","0.94742191500256","0.5209248064481916","0.5491922656327666","0.9015534913516977","0.9191090629800307","0.9087124827659354","0.9274256884382143","0.1397498640565525","0.2085201793721973","0.09131403118040089","0.1827956989247312","0.07933194154488518","0.08512931034482758","0.19538968166849616","0.14972067039106146","0.13029661016949154"
"2511","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","14","2000","0.9669582664526488","0.9560204081632651","0.5247309197651665","0.5580098343685304","0.9524799357945426","0.9174542124542128","0.9479261796042621","0.9348136645962734","0.13285158421345192","0.17713004484304934","0.06621004566210045","0.22197802197802197","0.06521739130434782","0.06570155902004454","0.1997780244173141","0.12217194570135746","0.1431693989071038"
"2512","70","50","50","50","0.5","0.7","1","0.5","0.5","0.2","1","0.5","15","2000","0.961195368558383","0.9645639379347243","0.5324500768049154","0.5199883078231294","0.9317106979778216","0.9500107009095772","0.9425345622119814","0.9515598426870747","0.11018363939899833","0.1867881548974943","0.047311827956989246","0.1662921348314607","0.044642857142857144","0.04600219058050383","0.17647058823529413","0.11504424778761062","0.10526315789473684"
"2521","70","50","50","50","0.5","0.7","1","0.5","0.5","0.3","1","0.5","8","2000","0.822477504802346","0.8024725274725276","0.5953875603104681","0.5551934141265763","0.7861288039632","0.7606328856328862","0.7623085798195931","0.7475853837679034","0.24242424242424243","0.30148619957537154","0.21145374449339208","0.25427350427350426","0.1928020565552699","0.20284697508896798","0.2779552715654952","0.2572972972972973","0.22637106184364061"
"2519","70","50","50","50","0.5","0.7","1","0.5","0.5","0.3","1","0.5","6","2000","0.682984770484771","0.719997956264052","0.5425299681073354","0.539964129756706","0.6764693264693264","0.7109901900674446","0.7101121741999344","0.6948170097733418","0.3203775680177679","0.31981981981981983","0.2979214780600462","0.3605150214592275","0.30131004366812225","0.2996632996632997","0.34065934065934067","0.3090079817559863","0.33116883116883117"
"2515","70","50","50","50","0.5","0.7","1","0.5","0.5","0.3","1","0.5","2","2000","0.5154336734693875","0.5434438775510206","0.521091012162441","0.5078055716213613","0.514681653911565","0.5296060090702949","0.5788136466707902","0.5578031617505304","0.4758771929824561","0.44419642857142855","0.49783549783549785","0.4785714285714286","0.4817813765182186","0.4895397489539749","0.4608294930875576","0.4714285714285714","0.4803063457330416"
"2525","70","50","50","50","0.5","0.7","1","0.5","0.5","0.3","1","0.5","12","2000","0.9370820105820111","0.9499338624338629","0.5633954678362577","0.548294166151309","0.9201613756613761","0.9262042548500886","0.9457602339181282","0.925662234590806","0.14444444444444443","0.2","0.09210526315789473","0.17824074074074073","0.11038961038961038","0.10130718954248366","0.1893424036281179","0.1456953642384106","0.14317673378076062"
