"BehaviorSpace results (NetLogo 6.1.1)"
"value_weight.nlogo"
"basic_compl_2"
"04/27/2021 07:27:28:906 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","fraction_blue","circle_blue","circle_orange","dominant_con","eth_con","val_con","dominant_lib","val_lib","eth_lib","determinism","utility_function","[step]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = blue]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = orange]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" and color = blue]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" and color = orange]","mean [count (turtles-on neighbors) with [ shape = [ shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = blue]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square"" and color = orange]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" and color = blue]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and  shape = ""circle""  and color = orange]","count turtles with [movers? = TRUE] / count turtles","count turtles with [movers? = TRUE and color = blue and shape = ""square""] / count turtles with [color = blue and shape = ""square""]","count turtles with [movers? = TRUE and color = blue and shape = ""circle""] / count turtles with [color = blue and shape = ""circle""]","count turtles with [movers? = TRUE and color = orange and shape =  ""square""] / count turtles with [color = orange and shape =  ""square""]","count turtles with [movers? = TRUE and color = orange and shape = ""circle""] / count turtles with [color = orange and shape =  ""circle""]","count turtles with [movers? = TRUE and shape =  ""circle""] / count turtles with [shape =  ""circle""]","count turtles with [movers? = TRUE and shape =  ""square""] / count turtles with [shape =  ""square""]","count turtles with [movers? = TRUE and color = blue] / count turtles with [color = blue]","count turtles with [movers? = TRUE and color = orange] / count turtles with [color = orange]"
"51","70","50","50","50","0.5","1","0.5","0.7","1","0.9","4","single-peaked","2000","0.5904240908617279","0.5952482702482702","0.5574682910547396","0.578002645502645","0.6172449723872043","0.5949557387057387","0.606580996884736","0.6016878306878315","0.41264559068219636","0.4201312910284464","0.40186915887850466","0.43162393162393164","0.39555555555555555","0.39863325740318906","0.4259459459459459","0.41129943502824856","0.4139433551198257"
"13","70","50","50","50","0.5","1","0.5","0.5","1","0.9","2","single-peaked","2000","0.574580448919656","0.560151897403553","0.5740486257928117","0.5537509238728751","0.5429410530732117","0.5339771891096393","0.5591236283096752","0.5428386653996411","0.4675040961223375","0.43612334801762115","0.4355179704016913","0.5011037527593819","0.49889135254988914","0.46645021645021645","0.4685777287761852","0.43581445523193096","0.5"
"38","70","50","50","50","0.5","1","0.5","0.7","1","0.5","3","single-peaked","2000","0.560274386891015","0.578829107400536","0.5383040935672522","0.5275340513145389","0.567145056636974","0.5729179550608123","0.6039108187134499","0.5865536902122268","0.45005549389567145","0.49653579676674364","0.4166666666666667","0.4523809523809524","0.43680709534368073","0.42668136714443217","0.47374301675977654","0.45556805399325084","0.44468784227820374"
"40","70","50","50","50","0.5","1","0.5","0.7","1","0.6","2","single-peaked","2000","0.5542482061317677","0.5353255587949464","0.5339753311090891","0.5255872304078582","0.5502419004131334","0.5481724435806073","0.570988777676676","0.5674220585095031","0.47271714922048996","0.4817351598173516","0.45222929936305734","0.5056689342403629","0.452914798206278","0.4525627044711014","0.4937428896473265","0.46644664466446645","0.4791431792559188"
"45","70","50","50","50","0.5","1","0.5","0.7","1","0.7","4","single-peaked","2000","0.636470944309928","0.6143203883495152","0.5836382437161952","0.5635884722652617","0.6306925948345447","0.6169238326398517","0.6563659985152189","0.6467177977481671","0.38551532033426184","0.4080338266384778","0.34966592427616927","0.4393203883495146","0.3492407809110629","0.34945054945054943","0.42259887005649716","0.3796095444685466","0.3917525773195876"
"54","70","50","50","50","0.5","1","0.5","0.7","1","1","4","single-peaked","2000","0.6193624338624347","0.613004750593825","0.602920270404613","0.5399290663147476","0.600214285714286","0.6290040719375637","0.6578486927129938","0.6431870669745958","0.39035333707235","0.4177777777777778","0.407098121085595","0.4085510688836104","0.325635103926097","0.3684210526315789","0.4133180252583238","0.41227125941872983","0.3665105386416862"
"62","70","50","50","50","0.5","1","0.5","0.8","1","0.7","3","single-peaked","2000","0.5778086520649451","0.5847411788494591","0.5112964128382627","0.567583205325141","0.6114688896153433","0.5947224749772521","0.6059786028949025","0.6362800819252429","0.4444444444444444","0.4668192219679634","0.44933920704845814","0.4543524416135881","0.40860215053763443","0.42872687704026113","0.460352422907489","0.45791245791245794","0.43162393162393164"
"64","70","50","50","50","0.5","1","0.5","0.8","1","0.8","2","single-peaked","2000","0.5536995957803416","0.5351152401259013","0.523360655737705","0.5412679955703211","0.5776767228630579","0.5735226926591537","0.5154287944686073","0.5548366555924694","0.4665561083471531","0.4492753623188406","0.4894613583138173","0.47547974413646055","0.45348837209302323","0.47141190198366395","0.46218487394957986","0.46813186813186813","0.4649610678531702"
"42","70","50","50","50","0.5","1","0.5","0.7","1","0.6","4","single-peaked","2000","0.6155091887501278","0.5866977225672881","0.5435004270766606","0.5558127897176572","0.601832673367855","0.6016236242780867","0.5855274396754223","0.636944268857986","0.42382271468144045","0.425531914893617","0.3923766816143498","0.4691075514874142","0.4092920353982301","0.40089086859688194","0.44652701212789414","0.4093886462882096","0.43869516310461193"
"46","70","50","50","50","0.5","1","0.5","0.7","1","0.8","2","single-peaked","2000","0.5640837104072397","0.5555860805860807","0.5420302849173148","0.5421997929606626","0.5426012712777418","0.527705389848247","0.5591327953775657","0.5598033126294","0.4708446866485014","0.4660633484162896","0.4330543933054393","0.5142857142857142","0.4717391304347826","0.4520255863539446","0.49052396878483834","0.4489130434782609","0.492896174863388"
