"BehaviorSpace results (NetLogo 6.1.1)"
"value_weight_M.nlogo"
"M_fin"
"06/06/2021 03:45:21:972 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-25","25","-25","25"
"[run number]","density","fraction_blue","circle_blue","circle_orange","dominant_con","M_con","eth_con","val_con","dominant_lib","M_lib","val_lib","eth_lib","determinism","[step]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 ]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square""]","mean [count (turtles-on neighbors) with [color = [color] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle"" ]","mean [count (turtles-on neighbors) with [ shape = [ shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""square""]","mean [count (turtles-on neighbors) with [shape = [shape] of myself] / count (turtles-on neighbors) ] of turtles with [ count (turtles-on neighbors) >= 1 and shape = ""circle""]","mean [count (turtles-on neighbors)] of turtles  / 8","mean [count (turtles-on neighbors)] of turtles with [shape = ""circle""] / 8","mean [count (turtles-on neighbors)] of turtles with [shape = ""square""] / 8","count turtles with [movers? = TRUE] / count turtles","count turtles with [movers? = TRUE and shape =  ""circle""] / count turtles with [shape =  ""circle""]","count turtles with [movers? = TRUE and shape =  ""square""] / count turtles with [shape =  ""square""]"
"73","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","9","2000","0.6555640823822642","0.7518909878000783","0.7809993734335832","0.5288786057058487","0.7412737573099407","0.7626140378632069","0.715840220385675","0.8122923588039868","0.6203399122807017","0.24958677685950414","0.17497231450719822","0.32346491228070173"
"65","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","1","2000","0.49915834258231556","0.5281975054172597","0.5070981320705072","0.49114774114774123","0.5283201789002894","0.5280737378563469","0.689511653718091","0.6909141583054627","0.688121546961326","0.5127635960044395","0.5072463768115942","0.518232044198895"
"82","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","18","2000","0.7085911058638329","0.8574445756263935","0.9070623288774353","0.5188885467980298","0.844953562033606","0.8693837233169125","0.7395374449339207","0.8904903017241379","0.5817849099099099","0.12059471365638766","0.0603448275862069","0.18355855855855857"
"78","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","14","2000","0.7083497310770039","0.8693611439065987","0.9096349023480361","0.5238560366068279","0.8530269365810836","0.8843327299240704","0.7396751101321586","0.8731520591341078","0.5942174913693901","0.13601321585903084","0.07180570221752904","0.20598388952819333"
"67","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","3","2000","0.5454231330415166","0.5567727815360121","0.5671960657852304","0.5242011105872495","0.5488673008706878","0.5644782335376399","0.6935933147632312","0.7024202420242024","0.6845372460496614","0.4701949860724234","0.4675467546754675","0.4729119638826185"
"104","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","19","2000","0.775883472758472","0.8262575075075071","0.9185537414965976","0.6373302151049094","0.8123578231292515","0.839756091115691","0.7498594716132658","0.8870699223085461","0.6090546697038725","0.11973018549747048","0.05438401775804662","0.1867881548974943"
"102","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","17","2000","0.7735349515850913","0.8409404430295802","0.9327607836856714","0.6162487475610395","0.8283298633354683","0.8533974054738169","0.7434540389972145","0.8741694352159468","0.6111266816143498","0.13537604456824512","0.07308970099667775","0.1984304932735426"
"79","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","15","2000","0.7252266018859542","0.836027740772667","0.9027472527472523","0.532472485561731","0.8330849515781024","0.8392230576441096","0.7336807460230389","0.8629862700228833","0.6145943097997892","0.1508502468458585","0.07093821510297482","0.2244467860906217"
"70","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","6","2000","0.5780476717527067","0.6556315387250632","0.6414213320463327","0.5168117519042438","0.6414401008151016","0.6693442665423085","0.701300498063088","0.7363982589771491","0.6649774774774775","0.3646928610957388","0.34602829162132753","0.38400900900900903"
"98","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","13","2000","0.7624845691172222","0.814124839124839","0.899570178180682","0.6231116584564862","0.804328175471501","0.824084962127231","0.7303247110621904","0.8533092324805339","0.6098856209150327","0.15410016510731975","0.0878754171301446","0.21895424836601307"
"77","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","13","2000","0.7134888001253124","0.830737651420217","0.892736425746135","0.5282462706375749","0.822421277032927","0.8393321654191218","0.7298519736842105","0.8437848383500557","0.6196062567421791","0.1600877192982456","0.09921962095875139","0.21898597626752966"
"68","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","4","2000","0.5569059303110548","0.5870157605026747","0.6037775716347148","0.509313186813187","0.5873222016079163","0.5867046049188905","0.7070610687022901","0.7153846153846154","0.6988636363636364","0.4182115594329335","0.41208791208791207","0.42424242424242425"
"83","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","19","2000","0.7193664267459441","0.9015431857299333","0.9307180779023774","0.5231910293156338","0.8905791212958439","0.9117199678181723","0.7535577449370553","0.909714889123548","0.5855113636363637","0.11384783798576902","0.03273495248152059","0.20113636363636364"
"84","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","20","2000","0.7317165067026252","0.8771991750614737","0.9318251374623919","0.5236760502615543","0.8725503164228647","0.8820323032950436","0.7461175818080976","0.9052944507361268","0.5933423913043478","0.11148086522462562","0.035107587768969425","0.18478260869565216"
"88","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","3","2000","0.5659340154794693","0.5560573265118723","0.5857336116264685","0.5454011009566567","0.5584750566893425","0.5535500507722729","0.7026170798898072","0.7202581369248036","0.6856060606060606","0.44517906336088153","0.4612794612794613","0.4296536796536797"
"71","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","7","2000","0.6108014249833406","0.6753793121123569","0.6981120477695824","0.5196487505893442","0.6756937126800134","0.6750510765362242","0.7267348036578806","0.779532967032967","0.6761064278187566","0.32920925228617537","0.2824175824175824","0.37407797681770283"
"81","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","17","2000","0.7277186761229314","0.8777660873405548","0.9327444682369731","0.5147107897664069","0.8727197410013249","0.8830088987764181","0.7498636859323882","0.8947441601779755","0.6105614973262032","0.12595419847328243","0.048943270300333706","0.2"
"89","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","4","2000","0.5914451827242513","0.5980224647998732","0.6311467717717725","0.5530410312273062","0.5880054161304168","0.6077121589376495","0.6964285714285714","0.7068355119825708","0.685670045045045","0.40863787375415284","0.3888888888888889","0.42905405405405406"
"87","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","2","2000","0.5375160168405625","0.5475445202792805","0.5490917881971676","0.5259275248560964","0.5476177408394762","0.547471219256934","0.7040087863811093","0.7071428571428572","0.7008781558726674","0.46073585941790224","0.44945054945054946","0.47200878155872666"
"108","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","2","2000","0.557373785634655","0.5376333811116416","0.5565388951521981","0.5581902661836522","0.5332742792720242","0.5418963616317529","0.6941192865105908","0.6923925027563396","0.6958850056369785","0.4782608695652174","0.4597574421168688","0.4971815107102593"
"103","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","18","2000","0.7775963844309157","0.8477679394945582","0.9129382522239661","0.6402930402930399","0.8382980115122963","0.8573751128098948","0.740187949143173","0.8819676700111483","0.6007401315789473","0.1271420674405749","0.06911928651059086","0.18421052631578946"
"72","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","8","2000","0.6437474398361488","0.7386360727086524","0.7598376971367332","0.5269057892844304","0.7288980758434124","0.7484370986798168","0.7311827956989247","0.8007011866235167","0.6621114683815649","0.2747311827956989","0.2222222222222222","0.32690246516613075"
"96","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","11","2000","0.7335576923076919","0.8083405285191002","0.8655739842486828","0.6006680842127371","0.7993258749282838","0.8174148159815184","0.7263736263736263","0.8380650496141124","0.6154162102957283","0.1835164835164835","0.12238147739801543","0.244249726177437"
"100","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","15","2000","0.7664870830394687","0.7990028210955256","0.913124366767984","0.6103839723885016","0.7940628166160081","0.8042617160114329","0.7347778387273725","0.8509343148357871","0.6256648936170213","0.13274821722435545","0.07587768969422423","0.18617021276595744"
"126","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","20","2000","0.9128800519095291","0.8668897981884632","0.9686003964018903","0.8522413030252748","0.8616875031762965","0.8725512969415403","0.7657119021134594","0.9587688734030198","0.5883137673425827","0.09399332591768632","0.011614401858304297","0.16969050160085378"
"105","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","20","2000","0.7721897170082979","0.8258115395690988","0.9139891018414131","0.637236868996525","0.809974767810168","0.8408836603310841","0.7494511525795828","0.8767435622317596","0.6161516853932584","0.11525795828759605","0.04935622317596566","0.1842696629213483"
"92","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","7","2000","0.642782372370028","0.6884690905308043","0.7197138834414436","0.5603681857358329","0.686600543068336","0.6904708037060979","0.7106772255598034","0.7692307692307693","0.6560190073917634","0.3069361004915347","0.2737556561085973","0.337909186906019"
"95","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","10","2000","0.7169342477853121","0.7758995141973865","0.8467231774599602","0.594707173123486","0.7581110396914675","0.7926515839386596","0.737315875613748","0.8278601694915254","0.641169853768279","0.19803600654664485","0.1292372881355932","0.27109111361079863"
"74","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","10","2000","0.6881392568064753","0.7946067223799012","0.8474925914571833","0.5193695887445886","0.7910624872266496","0.7983603896103884","0.7258554083885209","0.8184659090909091","0.6384120171673819","0.19701986754966888","0.1409090909090909","0.25"
"69","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","5","2000","0.5749550264550263","0.6306302910052908","0.6379120879120882","0.5141973383239756","0.6170060331825038","0.6437785922229158","0.7013888888888888","0.7212063318777293","0.6808540723981901","0.3738888888888889","0.35917030567685587","0.3891402714932127"
"101","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","16","2000","0.7689062662101881","0.8310379707438523","0.9154266958424497","0.6236571635161654","0.8212852974887987","0.8407060221051535","0.7444202504082743","0.871614301191766","0.6159737417943107","0.13826891671203048","0.07583965330444203","0.2013129102844639"
"107","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","1","2000","0.5212887481862555","0.5164470386492546","0.525095815614007","0.5174435252943046","0.5227883656218835","0.5100421571746739","0.6929362880886426","0.6907015590200446","0.695148842337376","0.48476454293628807","0.4922048997772829","0.47739801543550164"
"75","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","11","2000","0.6976044910255436","0.8299087364876827","0.863480100980101","0.5239675630861705","0.8252165627165616","0.8348204570184977","0.7529239766081871","0.8628944504896626","0.6478690228690228","0.18128654970760233","0.10119695321001088","0.2577962577962578"
"106","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","0","2000","0.5035315717944702","0.5075989232136321","0.5057137860390742","0.5011384185434814","0.5325138659871085","0.48027563154145425","0.7004665203073546","0.6943325661680092","0.7060598111227702","0.47420417124039516","0.4890678941311853","0.46065057712486884"
"90","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","5","2000","0.5975781533987624","0.6238186114140307","0.6377852314885402","0.5555781175346397","0.6250673375006351","0.6225142007750701","0.7127862595419847","0.7444258639910813","0.6824973319103522","0.3985823336968375","0.3857302118171683","0.41088580576307365"
"76","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","12","2000","0.6854173179118472","0.8430792174637896","0.8694756554307117","0.5107777439333946","0.8303678437667192","0.8551401157477911","0.740983606557377","0.8606230031948882","0.61489898989899","0.15081967213114755","0.08839190628328009","0.2166105499438833"
"93","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","8","2000","0.6642792583410787","0.7210160365664698","0.7552378358750909","0.5741065000514252","0.7110307085797283","0.7309150982207128","0.7275067750677506","0.7925215982721382","0.6619967355821545","0.27100271002710025","0.23002159827213822","0.31229597388465724"
"86","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","1","2000","0.5133972992181947","0.5273384353741493","0.5186693741041568","0.508566807724111","0.50442745660137","0.5483304149034488","0.7273454157782516","0.7267620020429009","0.7279821627647715","0.48507462686567165","0.4821246169560776","0.4882943143812709"
"124","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","18","2000","0.8946607740086002","0.8353121516165","0.9675779782036829","0.8233514464220086","0.8196488967627634","0.8506300204756656","0.7615534521158129","0.929851157662624","0.5898481439820022","0.10523385300668152","0.03197353914002205","0.17997750281214847"
"109","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","3","2000","0.5649035812672172","0.5450557523284799","0.5644188187291638","0.5654442779442782","0.5669117281186252","0.5206779331779329","0.7","0.708041958041958","0.6927899686520376","0.4534435261707989","0.4627039627039627","0.445141065830721"
"80","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","16","2000","0.7259635335615721","0.8770729588131552","0.9196561975910958","0.5240836379045501","0.8744117497586007","0.879846655013507","0.7493199129488575","0.8907119021134594","0.61395101171459","0.13928182807399347","0.05561735261401557","0.21938232161874335"
"119","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","13","2000","0.8846546961325975","0.7955676137858452","0.9504219069117485","0.8215921974850539","0.7780285929270118","0.8123853329210474","0.7465469613259669","0.8809523809523809","0.6063769751693002","0.13204419889502764","0.06926406926406926","0.19751693002257337"
"112","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","6","2000","0.6959124163607473","0.6476262073993064","0.7082273678702251","0.683718068293694","0.6383294086865524","0.6568319602051922","0.7117277200656096","0.7468715995647442","0.6762362637362638","0.3143794423182067","0.2959738846572361","0.33296703296703295"
"115","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","9","2000","0.827029991225972","0.7383810587328175","0.8733921352443945","0.779461592329239","0.7325103690869946","0.744404492566257","0.7145647321428571","0.7934106334841629","0.6378028634361234","0.19921875","0.1515837104072398","0.24559471365638766"
"110","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","4","2000","0.6245606498476911","0.5844997266265708","0.625191925699255","0.6239662319280157","0.5688744832769644","0.5992126680820952","0.7012028430836522","0.7128450106157113","0.6888387824126269","0.4270092946965555","0.4118895966029724","0.44306651634723787"
"111","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","5","2000","0.6761846595315645","0.601891060441548","0.6999735449735442","0.6534564250328576","0.5866230158730165","0.616478364169447","0.7126764386536374","0.7393842887473461","0.6847222222222222","0.3691639522258415","0.3492569002123142","0.39"
"122","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","16","2000","0.8955886569187057","0.854733234289884","0.961763649425287","0.8272789872344932","0.8457012007389161","0.8640566237618513","0.76201529219006","0.9343715239154616","0.5957618025751072","0.1064991807755325","0.03114571746384872","0.1791845493562232"
"99","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","14","2000","0.7768034392966716","0.8345766622837549","0.9190147957380185","0.628456858407079","0.8305925869817702","0.838732616940581","0.742288961038961","0.865320796460177","0.6244703389830508","0.14664502164502163","0.07853982300884955","0.211864406779661"
"85","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","0","2000","0.49353532657056437","0.5014968347189386","0.49252282260054253","0.49461139081183114","0.5184024179620033","0.48352999790224443","0.7179658302189001","0.712830396475771","0.7227979274611399","0.49439402028830753","0.5220264317180616","0.46839378238341967"
"97","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","12","2000","0.7527442584663292","0.8238478007006615","0.9058107824627653","0.6028150202907481","0.8120778267254036","0.8353765346483794","0.744417211328976","0.8704153182308522","0.615924092409241","0.16013071895424835","0.0970873786407767","0.22442244224422442"
"113","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","7","2000","0.751338385821618","0.6712348490798186","0.808313514084879","0.6954183525261957","0.6575841657417686","0.6846327419856828","0.7107142857142857","0.7596572361262242","0.6607935627081021","0.26593406593406593","0.2611534276387378","0.27081021087680357"
"118","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","12","2000","0.8690197678636213","0.7857350121767978","0.9476872246696032","0.7922132616487446","0.7683291378225298","0.8027291346646186","0.750544069640914","0.8756720430107527","0.6223843612334802","0.1381936887921654","0.08279569892473118","0.1949339207048458"
"116","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","10","2000","0.8617897400506093","0.7773228024435747","0.93171043611243","0.7960205853174588","0.7600195116806422","0.7935987103174598","0.7415458937198067","0.8311197916666667","0.6463178294573644","0.178743961352657","0.12708333333333333","0.2336655592469546"
"114","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","8","2000","0.8027514378983376","0.7344117570858577","0.8584056827150756","0.7487674169346195","0.7196001052354649","0.7487789006277754","0.721436343852013","0.7939442658092176","0.6466850828729281","0.22306855277475518","0.18435155412647375","0.26298342541436465"
"117","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","11","2000","0.8495217413784197","0.7830347448425625","0.9228121338020664","0.7804061181434595","0.7625106530307868","0.8023897428169581","0.7372421281216069","0.8415084388185654","0.6266778523489933","0.16069489685124863","0.09915611814345991","0.22595078299776286"
"66","70","50","50","50","0.5","0.5","1","0.5","0.5","0.1","1","0.5","2","2000","0.5214440909443622","0.5542678668425539","0.5356556284327847","0.5080570624874426","0.537797952327628","0.5697822483423749","0.7074959261271049","0.7125527426160337","0.7021276595744681","0.4839760999456817","0.5010548523206751","0.4658454647256439"
"127","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","0","2000","0.49277975545581215","0.4971134499303526","0.48797168597168583","0.49760870689209435","0.500303732303733","0.4939093118246213","0.7144017325392529","0.7045824295010846","0.7241891891891892","0.502977801840823","0.527114967462039","0.4789189189189189"
"128","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","1","2000","0.5131069285324603","0.5235114176603529","0.5247063316477034","0.5018196729714495","0.5181692477876108","0.5287098262340455","0.7048554282596836","0.7035791173304629","0.7061670353982301","0.49318057828696127","0.4865446716899892","0.5"
"121","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","15","2000","0.8837455462796813","0.8463219422121652","0.9602270897084875","0.8118820621468917","0.8294008697052659","0.8622212974172719","0.7681594756963408","0.9307468220338984","0.5951240135287486","0.113599126160568","0.0413135593220339","0.19052987598647125"
"125","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","19","2000","0.9004179262589466","0.8543174947678472","0.9722264708881411","0.8266344491592014","0.8466337819924526","0.862212530776887","0.7735772357723577","0.9389438943894389","0.6129807692307693","0.0986449864498645","0.0374037403740374","0.1581196581196581"
"120","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","14","2000","0.8785541102216758","0.8081877309113297","0.9451929036256584","0.8127714897522175","0.7948675240161129","0.8213368002447224","0.7641357027463651","0.8978854389721628","0.6287919826652221","0.11416262789445342","0.05246252676659529","0.17659804983748645"
"94","70","50","50","50","0.5","0.5","1","0.5","0.5","0.5","1","0.5","9","2000","0.7096410533910532","0.7772153937332508","0.8266321913380731","0.6023587235724167","0.7569556668821374","0.7957938154514916","0.7312060573282856","0.8193724066390041","0.6351694915254237","0.20822065981611682","0.1504149377593361","0.2711864406779661"
"123","70","50","50","50","0.5","0.5","1","0.5","0.5","1","1","0.5","17","2000","0.8937970946943229","0.8518074005023434","0.9600215741318363","0.8280748594128866","0.8419252963194016","0.8616145591497706","0.7752306022788931","0.9279523293607801","0.6220108695652173","0.11720021703743896","0.03358613217768147","0.20108695652173914"
"130","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","3","2000","0.5440456382220105","0.6137079734833468","0.5691636004905888","0.5193969126111986","0.6067162587319365","0.6205690737833595","0.692457016084304","0.6918956043956044","0.6930291153415453","0.44980587909040487","0.46153846153846156","0.43784994400895855"
"137","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","10","2000","0.7524447635000407","0.9522247480790191","0.9535331085223786","0.5342674205887247","0.9530656039239731","0.9513124341704088","0.7036830357142857","0.7597383720930233","0.6519581545064378","0.14453125","0.1186046511627907","0.1684549356223176"
"129","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","2","2000","0.5301740417496046","0.543386668708212","0.5362754918580158","0.5241505654444952","0.539109775517543","0.5476089051168925","0.7211950696677385","0.7291001064962727","0.7131877022653722","0.484994640943194","0.48775292864749736","0.48220064724919093"
"131","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","4","2000","0.5509053954175895","0.6489012511878371","0.5787610976594035","0.5240802632260744","0.6426822706483726","0.6548901497486923","0.6945676274944568","0.7070184983677911","0.6816384180790961","0.43070953436807097","0.4352557127312296","0.42598870056497173"
"135","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","8","2000","0.7032399035563588","0.901594071860995","0.894586651497914","0.5239288252614481","0.8955482420499483","0.9072596202660165","0.7147771051183269","0.7727878464818764","0.6528725824800911","0.18051733626857458","0.15565031982942432","0.20705346985210465"
"138","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","11","2000","0.7381885439000503","0.9551132904523673","0.9500572600404815","0.528895027624309","0.9534342708000426","0.9567719021310185","0.7048611111111112","0.7743093922651934","0.6346368715083799","0.14166666666666666","0.12375690607734807","0.15977653631284916"
"136","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","9","2000","0.7208666772310692","0.955653276285555","0.9351847471880582","0.5043982587460848","0.9538473667612737","0.9574773053033926","0.7138103161397671","0.7709030100334449","0.6572847682119205","0.13810316139767054","0.12931995540691194","0.1467991169977925"
"144","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","17","2000","0.7638166785913015","0.9771947955587352","0.979970333998261","0.5314390190256241","0.9773540995345508","0.9770235345870448","0.7061769616026711","0.7557736720554272","0.6600429645542427","0.11463550361713967","0.10392609699769054","0.12459720730397422"
"133","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","6","2000","0.6172780446234882","0.7480774196880476","0.7124595342522966","0.5241390762313514","0.7404801065162901","0.7555117003883086","0.7124457700650759","0.7364538626609443","0.6879111842105263","0.31616052060737526","0.30257510729613735","0.3300438596491228"
"157","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","9","2000","0.7559139571243073","0.9383979913612629","0.9248003072196618","0.5747555885099139","0.939097542242703","0.9376476080628326","0.7020300333704116","0.7523068050749712","0.6552094522019334","0.16129032258064516","0.14071510957324107","0.18045112781954886"
"139","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","12","2000","0.7442626940278873","0.9607307287555902","0.9746680531115017","0.5198875733499512","0.9599130805737747","0.9615269772030952","0.7073204419889503","0.7656761177753544","0.6473964165733482","0.13425414364640884","0.13086150490730644","0.13773796192609183"
"145","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","18","2000","0.7505095524799962","0.9767482471915961","0.9779637213209427","0.5262694099378881","0.975670709298052","0.9778105590062109","0.7244116037219486","0.7709239130434783","0.6772326350606395","0.10071154898741105","0.09347826086956522","0.10804851157662625"
"154","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","6","2000","0.6497938916994551","0.7521915736502564","0.72840001079797","0.5725022561979086","0.7484329446064139","0.7558873493656106","0.6895727937043282","0.7165551839464883","0.6621315192743764","0.30016863406408095","0.29431438127090304","0.30612244897959184"
"141","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","14","2000","0.7431977494927131","0.9675758294463324","0.9760536700868192","0.5095673635307788","0.9677690081557481","0.9673820082356671","0.708379424778761","0.7451550387596899","0.6716850828729282","0.12942477876106195","0.1406423034330011","0.11823204419889503"
"164","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","16","2000","0.8013838530335984","0.9647214836301127","0.9792528282031048","0.6159329054202337","0.9647750591949482","0.9646656243142415","0.6983925549915397","0.7325748847926268","0.6656077348066298","0.12069937958262832","0.1152073732718894","0.12596685082872927"
"161","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","13","2000","0.7904669670856721","0.951062007536827","0.9669923126201153","0.6183788706739523","0.9464859598547934","0.955523028883684","0.7147400442477876","0.7975409836065573","0.6298992161254199","0.1288716814159292","0.09508196721311475","0.16349384098544234"
"166","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","18","2000","0.8176851851851853","0.9653458994708989","0.9806066362715294","0.6396082502768551","0.964867021276595","0.9658693244739751","0.71375","0.7690406976744186","0.6631648936170212","0.10444444444444445","0.07325581395348837","0.13297872340425532"
"163","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","15","2000","0.792231828878135","0.955870415906506","0.9659236359691938","0.6270082030645417","0.9524338323028524","0.9591394520971986","0.7097445863409217","0.7445828819068255","0.673120728929385","0.12215435868961688","0.10725893824485373","0.1378132118451025"
"140","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","13","2000","0.7585610766045536","0.9729846014492749","0.9742433522176285","0.5366960676221982","0.9722617771653141","0.9737281461647502","0.7254076086956521","0.7745314222712238","0.677652733118971","0.12880434782608696","0.10694597574421169","0.15005359056806003"
"132","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","5","2000","0.5794359410430834","0.6836251546072962","0.6434957426679291","0.5178242847032658","0.6715284347734679","0.6952595794156311","0.7123917748917749","0.7262473460721869","0.697985651214128","0.37283549783549785","0.36836518046709127","0.37748344370860926"
"167","70","50","50","50","0.5","1","1","0.5","0.5","0.5","1","0.5","19","2000","0.8360408649441085","0.9648014345925285","0.9773758865248227","0.6848976109215008","0.9648163627152989","0.9647854705021939","0.7188015393073117","0.7660693970420933","0.6746010638297872","0.09730621220450797","0.07849829351535836","0.1148936170212766"
"146","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","19","2000","0.7575438320622687","0.9790693712818088","0.982657417289221","0.5178490259740264","0.9786197082888651","0.9795481601731598","0.7204182718767199","0.7938920454545455","0.6514140875133404","0.10126582278481013","0.075","0.12593383137673425"
"147","70","50","50","50","0.5","1","1","0.5","0.5","0.1","1","0.5","20","2000","0.750913545494826","0.9734022727865091","0.9857706555000805","0.5292983789260387","0.9720929296182959","0.9746377912867271","0.7222222222222222","0.7780585106382979","0.6630496054114995","0.12534209085933223","0.09680851063829787","0.1555806087936866"
"176","70","50","50","50","0.5","1","1","0.5","0.5","1","1","0.5","7","2000","0.8071911375661373","0.8276673280423271","0.8565021357380163","0.7575502999416034","0.8272108843537415","0.8281268248659548","0.7057190449750139","0.7309085841694537","0.6807245575221239","0.21432537479178235","0.20624303232998886","0.22234513274336284"
